,neg_model,pos_model,text,dist_point0.725
1884800,0.27500418,0.72499585,"RT @ShadowsDarkmoon: ""Normal "" is a relative term! Katrina Pierson's elevator doesn't go quite to the top floor to register the fact! https…",4.149999999980558e-06
2142511,0.2750042,0.7249958000000001,@ThisWeekABC @realDonaldTrump except for our weekly status calls,4.199999999898729e-06
6041513,0.27500424,0.72499573,RT @dustinlong: #NASCAR … Jeff Gordon says debris on track. Wondering if officials going to call a caution. #AskMRN @MRNRadio,4.270000000028418e-06
8095336,0.27500424,0.72499573,@DocZ3n They're winning 4-0 in that thing called the College World Series... You ever heard of it?,4.270000000028418e-06
8358592,0.27499565,0.7250043,"Jae Crowder bitchin' about minutes...Jamal Crawford wants to start...Mike Beasley wants to ""show his worth"" ....😒",4.300000000068138e-06
1380373,0.2750048,0.7249952,all these new dances wack as fuck where the shit that actually looks good and takes practice? not the fuckery making us look ignorant,4.800000000027005e-06
1166902,0.27500492,0.7249951,Getting this man in the first round was goat he never disappoints https://t.co/PQayobvMe4,4.899999999974369e-06
8224981,0.27499506,0.7250049,RT “@BrockBruner21: Only need people in my life that are going to boost me.”,4.899999999974369e-06
4239966,0.27499482,0.72500515,"They say ""whoops!"" I hear, ""We're gonna take your thumb like they did to Eric Roberts in POPE OF GREENWICH VILLAGE.""",5.150000000009314e-06
7709141,0.2750052,0.7249948,RT @ajcbraves: JUpton in the 2 spot....Pena at second base....and batting ninth! Harang will hit eighth tonight for the #Braves. Tony La Ru…,5.199999999927485e-06
4443193,0.27500537,0.7249946,@ryzuura with you?,5.399999999933236e-06
8180832,0.27500552,0.7249945,@maddieee323 what movie?,5.499999999991623e-06
2726572,0.27500552,0.7249945,"I tried to sever ties and I
Ended up with wounds to bind
Like you're pouring salt in my cuts",5.499999999991623e-06
7633967,0.27499434,0.7250055999999999,I liked a @YouTube video from @jkfilms http://t.co/bosFWZDFj5 17 Year Old Captures Young Love By Asking Teens to Kiss On Camera ft.,5.599999999938987e-06
154494,0.27499429999999997,0.7250057,RT @Wolfsterrr: I honestly don't think @FaZe_Rain fakes giveaways. Here's my proof https://t.co/fsxzFRm3UE,5.699999999997374e-06
2450028,0.2750058,0.72499424,RT @BestVlNES: I'm crying http://t.co/GOXIDT7IML,5.7599999999657925e-06
5191760,0.27499409999999996,0.72500587,And them skinny bitches not either😭😂 https://t.co/c4Lcp73QEB,5.870000000074427e-06
839711,0.275006,0.72499394,"RT @MarkissWillBe: Like momma always says..""if you can't do your job there's always someone else that can...""",6.06000000002993e-06
6907109,0.27500606,0.7249939000000001,@mikewalkusky @SevenLionsMusic this guy right here,6.099999999897854e-06
4063699,0.2750061,0.7249939000000001,RT @alexstansburyy: I went in as a boy and came out a man. An Infantryman. https://t.co/fKhQmYJtmC,6.099999999897854e-06
6620305,0.27499378,0.7250063,a while back my friend used me to get to austin and i wanted to shove her down 3 flights of stairs,6.300000000014627e-06
4831817,0.2749937,0.72500634,you rattlesnake!,6.339999999993573e-06
247039,0.27499359999999995,0.7250064,Literally a few hundred yards from Camp Bear Track right now. Tons of kids there right now. Those were fun summers. #CBT #BigBunny,6.400000000073014e-06
8821788,0.27499357,0.72500646,@cbrooks225 @valleyshook @DellengerAdv No idea yet on either. Only in the 5th inning of Tulane-UNCW.,6.460000000041433e-06
6452925,0.27500656,0.72499347,"""Great works are performed not by strength but by perseverance."" ~Samuel Johnson",6.5299999999490765e-06
1694364,0.27500656,0.7249934,I am so excited to read @BattleofCali for the next two weeks.,6.599999999967743e-06
7742151,0.27499333,0.72500664,RT @jelenapablo: I feel like I needa rt this for good luck so ima do so https://t.co/tbINibicF4,6.640000000057711e-06
2402510,0.27499333,0.72500664,RT @jelenapablo: I feel like I needa rt this for good luck so ima do so https://t.co/tbINibicF4,6.640000000057711e-06
1278174,0.2749933,0.72500676,RT @jelenapablo: I feel like I needa rt this for good luck so ima do so https://t.co/tbINibicF4,6.759999999994548e-06
308614,0.27500683,0.72499317,@lalamarx_ sure... lmao,6.830000000013214e-06
6343505,0.27499294,0.72500706,@Adambihun it is here #snowday,7.060000000058686e-06
6035688,0.27499288,0.7250071,@EECraig So glad!  Thank you for the post idea. You got the wheels turning!,7.100000000037632e-06
776092,0.27499267,0.7250073,"RT @PramilaJayapal: Very troubling graphic from @WhoLeadsUs via @wdn. As the only woman of color in WA's Senate, this isn't a surprise. htt…",7.300000000043383e-06
7097417,0.2750077,0.7249923,RT @kennyflorian: In case anyone was wondering out there. #ufc165 &gt; #MayweatherCanelo have a good night everyone. 👊💥,7.699999999943863e-06
9069076,0.27500802,0.724992,RT @junqyoongi: he's hot without even trying https://t.co/OcLokKt3ZR,8.000000000008e-06
5928697,0.27500838,0.7249916000000001,He probably better than him https://t.co/saAUMCgfVT,8.39999999990848e-06
8252477,0.2750085,0.72499144,I get so tired of looking at Sharp ! Every location !!,8.559999999935286e-06
5540265,0.2750086,0.7249914000000001,RT @AmericanIdol: Time for a FOLLOW SPREE! We might give you some #IdolLove if you retweet this. 💙,8.599999999914232e-06
2871390,0.27499107,0.7250089,The Word is.... #Nebrasketball is starting over from scratch.,8.89999999997837e-06
5154672,0.27500948,0.72499055,Temp: 62.8F  W C: 62.8F  Wind:--- at 0.0kts Baro: 1014.2mb and Rising Rain today: 0.00in R H: 80%  #wvwx,9.44999999996643e-06
9348198,0.27500948,0.72499055,"RT @CNET: Oops! Peter Dinklage lets out an accidental ""Game of Thrones"" spoiler http://t.co/EaYBrBORXj http://t.co/QhlqM37Twr",9.44999999996643e-06
3418193,0.27499053,0.7250095,"@thetracilords Have a great week, Fearless leader, your comrade in arms, XX my#1 whisteker",9.499999999995623e-06
5037763,0.27500949999999996,0.7249905,new video!! https://t.co/4AHaDT5YxW it's hilarious &amp; i loved it @natekgarner ❤️❤️go give it a like and subscribe!! &amp; show some love! • 81!🌴,9.499999999995623e-06
7269287,0.2749904,0.72500956,Sucking dick and eating pussy is part of sex. 😒,9.560000000075064e-06
3620991,0.27499029999999997,0.7250097,Lezzy chick model drops down her panites and bendHs sexchat #vagina http://t.co/RHyblVC2ho http://t.co/0n6Nup2AFf,9.700000000001374e-06
663581,0.27498978,0.7250103,What classes do I take next year if I have no idea what I wanna major in?,1.0300000000018628e-05
2832369,0.2749896,0.7250104,"#enchanted_bard

I was forever lost
in the outside of her heart
like a echo crying hello
being buried by the wind
whispering goodbye",1.0400000000077014e-05
5363978,0.27498952,0.7250105,RT @SIuttyGirl_: Fuck my ass http://t.co/zYbpQf9CfX,1.0500000000024379e-05
7345732,0.27498952,0.7250105,RT @SIuttyGirl_: Fuck my ass http://t.co/zYbpQf9CfX,1.0500000000024379e-05
2782508,0.27498952,0.7250105,RT @SIuttyGirl_: Fuck my ass http://t.co/zYbpQf9CfX,1.0500000000024379e-05
9116508,0.27498952,0.7250105,RT @SIuttyGirl_: Fuck my ass http://t.co/zYbpQf9CfX,1.0500000000024379e-05
2197550,0.27498940000000005,0.7250106,RT @SIuttyGirl_: Fuck my ass http://t.co/zYbpQf9CfX,1.0599999999971743e-05
8589559,0.27501062,0.7249894,"#goodmorning u already know, so happy God Loves me and wakes me up… https://t.co/U4H13AQb86",1.0599999999971743e-05
1384521,0.2749893,0.7250107,I did  https://t.co/OgQrLLNyQR,1.070000000003013e-05
115031,0.27501082,0.7249892,"@SaraUnderwood Total solar eclipse will pass over Oregon centered between Salem and Corvallis on August 21,2017 at 10:17 A.M. PDT. 😊",1.0799999999977494e-05
7325913,0.27498916,0.7250108000000001,Snapchattin' selfies with @stevenVboytoy,1.0800000000088517e-05
6000815,0.27501129999999996,0.7249886999999999,@B_I_G_JO thanks buddy,1.1300000000047383e-05
