,id,neg_model,pos_model,text,class
20,4162,0.91925144,0.08074854,I am unemployed &amp; cannot treat my diabetes &amp; arthritis. Read my story. #IAmTheCoverageGap #CloseTheGap http://t.co/l5Xjxm5YUO,0
21,5282,0.11135761,0.8886424,Got offered assistant manager position at Dollar Tree for 9.50/hr. However I still work as a waitress and make good money. What to do?,0
22,4039,0.123774685,0.87622535,Got hired today then got a call for an interview for another job Im tryna decide if I wanna go or not,1
23,4638,0.13322204,0.86677796,Started A New Job Yesterday  And Quit Today,1
24,1110,0.7764128,0.22358726,I am looking for a job as property manager or assistant property manager as full-time job.Let me know if you have something,0
25,6533,0.1155832,0.88441676,Quit my job so my last day was yesterday and today I got a job position offered to me. Holla @ having a new job already. 😎,1
26,5375,0.5232586,0.47674134,I got fired wednesday now I have orientation wednesday look how God works.,1
27,96,0.1313647,0.8686353,Walked into polo to shop but instead I got hired again when I wasnt planning on applying today #idiot,1
28,2846,0.9048321,0.095167905,Looking for a new career where you can use your people skills while working in a team environment w/ opportunities for rapid advancement???,0
29,2588,0.94287753,0.057122473,Thinking of making a career change?  Check out the best jobs of 2014 http://t.co/ioLf5ntGf0 @forbes #fromfiredtohired,0
30,5831,0.18158273,0.8184173,At the part of the new job phase where my head is spinning bc I am starting to be involved but I have no clue whats going on!,1
31,2931,0.14015837,0.85984164,Got a position as a lead teacher in the education field. I am employed. Hallelujah.  Thank you Jesus.!!!!!Glory to GOD!!!!!,1
32,925,0.124885336,0.8751147,today I got offered an Assistant Manager position at Finish Line! :)))))))))),1
33,4464,0.7747329,0.22526705,Anybody’s job hiring????,0
34,6548,0.19992378,0.80007625,My new job is called Pole Position Totally sounds like a strip club. It is awesome,1
35,166,0.112571076,0.8874289,I came to dance and literally got hired to work here lol my first day is today Im FR LIT 🙌🏻,1
36,2794,0.109104425,0.8908956,I got hired yesterday and started working the same day too 🖖🏽,1
37,4746,0.79787004,0.20212996,after september 20th i will be unemployed until next summer unless i find something...I HAVE NO CLUE WHAT TO DO,0
38,5651,0.86271006,0.13728997,I was laid off from my Factory job in December indefinitely. I am READY for Change!! #FeelTheBern #unemployment #Mad https://t.co/Dt7XOmBvI6,0
39,4060,0.16855739,0.8314426,Got hired today and my boss told me I could close the store early today. Omg YAS! #staywinning,1
40,3140,0.17293486,0.82706517,My uncle told me since I lost my job if Im not working soon I can come back to the jungle. I responded by getting one fast cuz I never quit!,1
41,1135,0.8580663,0.14193368,Got laid off today. No warning. Sigh. Im really screwed now. #fml #unemployedlife,0
42,5390,0.33460578,0.66539425,My work called two hours ago while I was sleeping this is why Im going to get fired not even after a week lol,1
43,678,0.13371529,0.86628467,Hey so I smacked a bitch today at work cause she would shut the duck up so I had to. So today I got fired and now I am a stay at home mom while my bae is at work,0
44,4900,0.13609718,0.86390287,Well I just applied for a few jobs to day and I hope I get hired so I can get more money coming so I can afford to have a boyfriend.,0
45,3977,0.6884764,0.31152368,Im no longer hired he said that I been fired,0
46,2064,0.9440573,0.05594274,Looking for a New Job? Interested in a Career Change? #CareerCast Has Everything You Need and More! - https://t.co/v51WbHj8NF #GetHired,0
47,1749,0.74801207,0.25198796,So here I am all unemployed and all thinking about blogging my way to success..... back from a heart attack being laid off 1/?,0
48,3515,0.13927807,0.86072195,Yesterday was the first day on my own in the new position. It went stupid well. Fingers crossed today does as well.,1
49,1969,0.11397566,0.8860243,my new job started only scheduling me for Monday and Wednesday and like that is not enough money for me at all so I might quit,1
50,845,0.92793185,0.07206814,#Unemployed? New #jobs for Bank Teller in #LA http://t.co/E3nmLrEDFd,0
51,4050,0.13177222,0.8682277,Got hired today and now off to the keys with the First Lady things are looking up,1
52,5545,0.7961062,0.2038938,I am seeking an advocate -attorney who represent tenants rights regarding housing matters. It Is quite evident the landlord is retaliating,0
53,4556,0.8118943,0.1881057,@Greenstoner1 yeah your boy got fired from Petsmart so now Im about to work at costco,1
54,5838,0.7597187,0.24028128,My new job orientation features a literal spitting image of @Eyehatelucas in female form.,1
55,2195,0.37702218,0.6229778,A week ago I was unemployed and now I work for ESPN. God is good and He never ceases to amaze me with HIS plan!  🙌🏻,1
56,6274,0.41117007,0.58882993,Well looks like after next week imma get laid off. Still looking for full time work.,0
57,2914,0.1954546,0.8045454,And just today I got offered a full time position with a past employer today must be my day :),1
58,7155,0.8010513,0.19894864,So I am not unemployed anymore (: 💰,1
59,7147,0.8522584,0.1477416,Im unemployed &amp; in bed. I just claimed weeks. Im awaiting a call from the foodstamp office while tweeting &amp; watching twerk videos. #TurnUp,0
60,112,0.1798138,0.8201862,Ya girl got hired to cocktail and possibly bartend at one of the busiest bars in town will I finally be out of debt?? Well see,1
61,2017,0.5219502,0.4780498,First day at the new job and my emotions  are everywhere #still dont know if thats a good thing or a bad one but Im rolling with it,1
62,3561,0.5255162,0.47448385,I got the job!!!!! You can call me what you want but you cant call me unemployed!!!! Lol,1
63,7179,0.9031268,0.096873224,Heres an opportunity you might of pass by ==&gt; http://t.co/4D2FPchmCK #jobsearch #jobs #parttime #biz,0
64,957,0.19882789,0.80117214,I got hired for the position I wanted.,1
65,4070,0.11733376,0.8826663,I got hired at @armani today so thats cool,1
66,2145,0.94623286,0.05376718,Searching for #work in New Albany IN? Send your #resume to McDonalds. http://t.co/4q2UhfABhg #gethired,0
67,7520,0.12722157,0.8727785,I started my new job today fucked up once and I went to the bathroom to cry I love being a weak fuck,1
68,4074,0.104809955,0.89519,finally I got hired! thank god after I move its gonna be 5-10mins away.,1
69,3797,0.72567296,0.27432704,Now my wife &amp; I are retired &amp; our total family income is down 60%! Even though Im sickly these groups expect me to cough up money as before,0
70,6882,0.6729401,0.32705992,I was unemployed for less than two days. Quit my job monday,1
71,6100,0.8866149,0.113385044,GE posted a job you might be interested in: Customer Service Engineer Job - Bengaluru Area India IN.,0
72,1730,0.781323,0.21867701,#talkpay after being laid off it took 3 weeks to get my first unemployment check: $300 minus reported income from part-time contract work,0
73,7170,0.9474385,0.052561466,Looking for work?  Are you unemployed?  We are now hiring. http://t.co/uwCbHWfUuh http://t.co/Fh6MNLfUhj,0
74,3051,0.11782774,0.8821723,Hell yeah got the job at Citadel Outlets finally I can start working again on Monday,1
75,6042,0.1143728,0.8856272,First day in my new position and having my manager talk shit behind my back hello thanks,1
76,3034,0.10085237,0.8991477,even though I only been working at my new job for 4 days Im already gonna be running the second store by myself tomorrow,1
77,2182,0.94281965,0.057180375,Searching for #work in New Smyrna Beach FL? Send your #resume to Volusia County FL. http://t.co/YxikTl8ofI #gethired,0
78,1685,0.115117095,0.88488287,just got hired at Cal sun 2 weeks ago and I already am quitting LOL,1
79,7581,0.85581416,0.14418584,Good news! I have been hired by an employer today! However i am currently broke and seeking funds for… https://t.co/7SAzBWsXFj,1
80,2314,0.9507141,0.049285863,Looking for a new job? #qualifiedstaffing #hotjobs #employmentnews http://t.co/T4kupFlIMl http://t.co/99reXJl3RF,0
81,3477,0.89114577,0.10885426,$COV.V  I took a position this week. Earnings later this month. https://t.co/2FRuDZkdwU,1
82,5023,0.56401056,0.4359894,Dude totally getting fired. Oh well Im starting a new job soon.,1
83,4048,0.6049481,0.3950519,You know what mom fuck this I just got financial aid today Im gonna go get myself chicken nuggets as a reward for getting hired,1
84,5490,0.3332163,0.6667837,Maybe you just got laid off from Future and are looking for freelance work? GET AT ME! Also youve got my hugs.,0
85,1723,0.7688974,0.23110259,Photo: Today I was laid off #layoff #unemployed :-( I am very sad but optimistic anyway…. One door slaps me... http://t.co/RMgG27F6vd,0
86,5129,0.8989677,0.10103238,RT @mrbeefy: I got laid off today. Anyone hiring Sams?,0
87,4069,0.13361594,0.8663841,I got HIRED  today!!! WooT WooT!  Bed Bath And Beyond! I love this store too!,1
88,3605,0.928574,0.071426004,I Quit My #Job To Be A Travel Writer And Now Im Broke And Unemployed https://t.co/dIsxDcNC4y https://t.co/qj7yCSqjWB,0
89,5111,0.10495265,0.8950473,oh yea I started my new job earlier this week,1
90,5120,0.76534534,0.23465465,I was fired today from my part time job in california because i did not go to work. They update... https://t.co/y05XxIuHPX,0
91,6967,0.5658443,0.43415573,My job fired me wow,0
92,514,0.11674143,0.8832586,Saw my first check from my new job today &amp; I never been happier that I got fired from my last job God is good,1
93,1168,0.82604414,0.17395587,Got laid off today. Kinda wanna die now. Am I being a debbie downer? :(,0
94,2423,0.9074257,0.092574306,Target posted a job you might be interested in: Pharmacy Manager Full Time - Dothan AL - Dothan Alabama Area US.,0
95,2033,0.942358,0.057641953,Looking for a great career? Get Hired! https://t.co/1vxCFQSFja  #jobs #trending #jobsearch #career #job #gethired #hired #job #RT #CEO #CFO https://t.co/TXL6m58dv9,0
96,3842,0.81320405,0.18679595,Does WWE think Im some stupid unemployed virgin? Oh wait....,0
97,5885,0.28687608,0.7131239,I got fired for trying to fight a lil hoe at work. 100% worth it though 😂👊🏼 talk shit get hit,0
98,4142,0.40706325,0.59293675,I am currently unemployed. Temporarily but still very strange feeling.,0
99,4898,0.5241182,0.47588184,In my last job I supervised a group of 25 two of which were males I hired despite their having waxed eyebrows. I am currently unemployed.,0
100,5055,0.1517347,0.8482653,Im gone have 56 hours on my first check at my new job .,1
101,6065,0.8035516,0.19644842,I recently accepted a full-time position with benefits... and I still feel like a failure. #itsnotinmyfield,1
102,2745,0.93751734,0.06248262,#Job #Madison Nanny Caretaker: We are currently looking to hire a reliable Nanny. This position is part time a... http://t.co/JWPSweO1uM,0
103,6013,0.72937745,0.27062258,@lartist … you’re hired!,1
104,4793,0.9014614,0.098538525,I need prayer for full time employment. I have been unemployed for nearly a year. Donna-I need pray~ https://t.co/CRU9wptzrw #pray #prayer https://t.co/0roMPtg1sb,0
105,4102,0.17421098,0.82578903,Got hired...now I have to start waking up early again!,1
106,185,0.12169768,0.8783023,Came to a call center today to apply and I got in! Training for 2 week at over 9$hr &amp; after 45 days of working it goes up to 10$! 😍😃😁🙏,1
107,4091,0.23236948,0.7676305,I GOT HIRED TODAY HELL YEAH http://t.co/aU08Pl890N,1
108,6554,0.11677164,0.88322836,Last week I was offered full time my sister just got a new job that is full time and my bf might start a new position at his #Godisgood,1
109,1716,0.78757626,0.21242373,Mr. TrumpI would like to know what you will do about unemployment. Laid off Aug 2015 still no job. No unemployment could loose home.,0
110,1376,0.9417962,0.05820384,Job Opportunity: Core Java Developer. Are you a fit? in Weehawken NJ https://t.co/ilJbPYZjkF #jobs #java #equities,0
111,6698,0.6897599,0.31024012,My english teachers freaking me out!!! After he saw my quiz score he said I was fired??? fired from what? i didnt know i had a job!,0
112,913,0.12305455,0.8769455,Got hired at best buy mobile last week &amp;amp;amp; today I have an interview with FedEx for a customer service rep position! #needthat,1
113,3562,0.8530686,0.1469314,I am an unemployed facilities manager would love a job please help  legup,0
114,4079,0.10488548,0.89511454,Lol not sure why but today I got hired for a real job,1
115,936,0.1893719,0.81062806,today I got hired on to a new position that Im not even qualified for with a higher pay than I ever wouldve expected.... Im in awe ❤,1
116,5734,0.36034644,0.63965356,First day on the new job in 6 hours... Think Im gonna enjoy the unemployed life more,1
117,293,0.12973733,0.8702627,OMG I GOT HIRED @ A&amp;F. #Happiness #Menlo,1
118,4177,0.8131041,0.18689589,I am unemployed. I have a judgement against me. I am on my patents checking accounts as a signer for emergencies... http://t.co/r1y9nsqbaj,0
119,901,0.9377059,0.06229409,#Job #OklahomaCity Retail Automotive Sales Position (OKC Metro): I am looking for a self-motivated responsibl... http://t.co/gKhXLwRgEB,0
120,7471,0.15997724,0.84002274,Well yesterday was my first hired day at the place Ive been working as a temp for several months.,1
121,6477,0.72931504,0.2706849,Hey guys. I still cant get ios7 and I lost my job today lmao what a good day,0
122,5057,0.17316473,0.82683533,First night at my new job is goin well! Still not sure how Im goin to work a FT and PT job???,1
123,4607,0.17617929,0.8238207,Quit my job yesterday and got a job today #merica,1
124,2213,0.7024364,0.29756358,Lord. As of 30 minutes ago Im officially unemployed and I couldnt feel better about everything.,0
125,1436,0.9194698,0.08053025,Unemployed Under-Employed Unhappily Employed? Find #jobs &amp; career solutions on #LinkedIn in the Job &amp; Career... http://t.co/5YimpWHkcE,0
126,3017,0.12697361,0.8730263,wanna start working 25-30 hours a week at my new job,1
127,4083,0.113649994,0.88635004,I got hired at 2 places today! Aye..bitches gettin paper;),1
128,1508,0.1616749,0.8383251,I havent worked in 2 months and place I applied for BEFORE losing my job are contacting me right now,0
129,1745,0.5483067,0.45169333,I have been laid off since Dec 22 and tomorrow is my first day back to work. Bye bye life,1
130,1998,0.11575586,0.8842441,Ever since I started working at my new job Ive been watchin reality tv less and less now. I will be watch LHHATL tho next Monday!!!,1
131,4913,0.10953345,0.8904666,Got hired on the spot at my interview 2day!! Now I need 2 more jobs so I can have 4 total..,1
132,3041,0.22334066,0.7766593,I wish I took 4/20 off but I just couldnt do that at a store I just started working at recently,1
133,3784,0.8028869,0.19711308,I am no longer unemployed,1
134,6536,0.1574069,0.8425931,⚾️🏉🏓🏐 Today I didnt just get a job but I got a job higher in position and pay than I applied for! #FeelinGood ⚽️🏈🏀🎾,1
135,3648,0.13216798,0.867832,Wow what a change working full time but I love my new job and man am I getting into shape walking and climbing stairs all day..LOL,1
136,929,0.122020416,0.8779795,Got a interview at Costco for a position there on Tuesday hope I get this one as well....just got hired at the school district,1
137,135,0.12813453,0.87186545,good news: I made $20 busking today. bad news: novelty store that hired me part-time unhired me before I started to hire back old employee.,1
138,6041,0.107566744,0.8924332,Last day at the old job. Next week I start a new position which I found through @coreintjobs!,1
139,1016,0.94977784,0.050222125,Interested in a #job in #Champaign Illinois? This could be a great fit: https://t.co/Pjs8QQyKoE #NowHiring #GetHired #Manufacturing #Hiring,0
140,4057,0.11965728,0.8803427,Today I got hired on the spot tomorrow I start. Here comes some monaaaay!!!,1
141,5047,0.14386237,0.85613763,Why do I have the worst luck with spas🤦🏻‍♀️ I been at my new job for 2 weeks and my boss just got fired so we have no manager and were locked out of our booking system so we can’t see or make any appointments it’s the hottest mess 😂😂,1
142,4985,0.5505844,0.44941556,lost my phone got fired yep today is a good a day -_-,0
143,638,0.8820954,0.11790464,Anyone looking to get hired at ADP? I can get you an interview/referral! Message me.,0
144,4173,0.71016824,0.28983173,Repayment holiday on my loan is about to end but am currently unemployed so cant go back to making my original payments. Help please! - …,0
145,5226,0.7752027,0.22479734,This is how I feel as unemployed,0
146,4461,0.50668573,0.4933143,Whose hiring!?? Im looking for a new job tired of the same bullshit everyday from people who arent even my supervisor but 2 hrs a day.,0
147,7473,0.20102638,0.7989736,So excited to start working. This is the first time Ive been hired. Yeah worked side jobs dish washer at a bar coffee grinder at a cafe,1
148,2072,0.854293,0.14570695,Looking for a new #career as an Administrative Assistant? Get hired here by doing this one thing http://t.co/hPzi6392Dl,0
149,1603,0.87744355,0.12255637,looking for a new job does anyone know a place thats hiring???,0
150,3094,0.4758379,0.5241621,fuck dude I quit my job yesterday. Now how do I pay my phone bill and buy weed and cigarettes,0
151,65,0.45793578,0.5420642,So I got laid off of from my job a couple weeks ago. A first for me. I was upset and a bit stressed at first of... https://t.co/3FArucZPX3,0
152,3741,0.9409914,0.059008624,Looking for a tech job where you work w/ smart people &amp; can have an impact?http://t.co/cxanNgUQ6O #dotnet @InnovateMS http://t.co/bLvn14Q27U,0
153,7547,0.94330263,0.056697425,Looking for a summer job? BlaineParksMN needs Concessions/Field Worker &amp; Park Attendant https://t.co/OHcVsNFGvJ https://t.co/HmUVKmIZCf,0
154,857,0.8995807,0.10041928,@ravenbones_ yeaaaahhh tho that was a few weeks ago and im still unemployed.....Its for an ice cream place like 10 minutes away,0
155,4010,0.12572616,0.8742739,So Ive been all stressed cause work has announced theyre closing for renovations. Then they pushed it back another month. Well last Monday I went out and beat the pavement. I got hired on the spot at another sushi/pho restaurant. If I was at GDQ as planned no new job.,1
156,1000,0.94719434,0.052805677,Interested in a #job in #Florida 20266? This could be a great fit: https://t.co/6VohW9Jt7W #NowHiring #GetHired #Hiring,0
157,3305,0.109393515,0.89060646,I was hired on April 1st started on the 2nd and today got my first write up. At this rate Ill be fired before the 15th!,1
158,4092,0.16103101,0.83896905,Got hired and found a kitten a home I guess getting out of bed today wasnt a bad idea for once,1
159,2924,0.11968792,0.880312,Yall today I was offered a full time position with my temp job so NOW YA GIRL HAS A FULL TIME JOB SUCK IT,1
160,273,0.11413524,0.8858648,My hired day was yesterday Walmart finally called me in for orientation thank god 🙌🏾👏🏾🙏🏾,1
161,6364,0.1200263,0.8799737,I got a job today 2s later I got fired,1
162,7530,0.9474424,0.052557524,Any College Students or Unemployed Individuals Interested In Marketing or Blogging? Apply Today: https://t.co/jlO1VDP1Ip https://t.co/RZ9Qus1o0e,0
163,2303,0.9415814,0.058418624,Looking for an Entry-Level Job Near Nanuet? Sales Positions Lead Nation in Availability https://t.co/mZFXUrFcmf,0
164,757,0.88959444,0.11040552,We are in search of an apparel designer various staff positions and content creators. If you are interested in any of this ask for a DM.,0
165,4492,0.93289876,0.067101195,Tesla Motors posted a job you might be interested in. Store Manager - Shanghai - Shanghai City China CN via Lin… https://t.co/yGjc4gyQLN*,0
166,1661,0.91822207,0.081777945,CalPERS searching for new manager of private-equity portfolio https://t.co/Q2lqHLaXuI,0
167,5082,0.55868113,0.44131887,I just showed up at my job and they asked me why I am here???? I said I could finish the week? You never responded to my resignation???,0
168,1960,0.13021836,0.8697816,I started a new job last night. My new boss is a good fella I am looking forward to working with him!,1
169,7028,0.75484544,0.24515456,Ah yes another very productive day of doing nothing. Unemployment is going quite well thank you,0
170,968,0.57613015,0.4238699,Get HIRED Today to Work for @LoveNightClubDc were HIRING for Multiple positions Txt 3013436531 for application http://t.co/xK878Mxvip,0
171,2580,0.9444215,0.05557844,Looking for a Part-Time Weekend position? Come be a Vet Assistant! (Cinnaminson NJ) http://t.co/42xUBeq9tM,0
172,7219,0.94781774,0.052182276,#JobAlert Interested in a job opportunity? Graduation Success Research Specialist @FIU http://t.co/Cfotgso5wY,0
173,4088,0.12439559,0.8756044,Got hired yesterday (finally) and got another interview next Thursday :) #Options nigga OPTIONS !,1
174,3943,0.1210522,0.87894785,Started the day off losing my job... An hour after got hired for a better one you could say its been a great day,1
175,494,0.54022384,0.4597761,First day at my big girl job complete. Didnt get fired. Id say Im off to a good start.,1
176,39,0.111663364,0.8883366,Start my new job 6/30. Havent worked in an office in 6 yrs. Laid off 2 yrs ago...and worked from home the 4 yrs prior.,1
177,2055,0.92397153,0.07602854,Looking to hire or be hired? Check out our job board for all your employment opportunities &gt;&gt; https://t.co/n5Odyl7Bvs,0
178,146,0.5459633,0.45403674,My job fired me and just hired me back wtf is my life 😩😂,1
179,6069,0.11464968,0.88535035,SO EXCITED TO START MY NEW JOB :) I got a first shift position every other weekend and second shift Tuesdays and Thursdays :),1
180,1966,0.8922718,0.10772818,I recently quit my job to roll in $5641 from my phone PRESS THE LINK INSIDE BIO to do it too https://t.co/73WFJaUBft,0
181,7265,0.37402272,0.62597734,After 10 years with current company Im getting laid off(merger).. let me know if anyone has leads to Graphic Design jobs in NoCo.,0
182,4858,0.17860647,0.82139355,With that being said anyone hiring? I can basically do anything and can work like 5 am-2pm every day because I go to work at 3. Hit me up,0
183,5811,0.87908673,0.12091321,Job Opportunity: Looking for a way to do work centered around social justice and equity? Are you interested in marketing and advertising?,0
184,2063,0.94102293,0.058977015,Looking for a New Job? Interested in a Career Change? #CareerCast Has Everything You Need and More! - https://t.co/AooltyNlmL #GetHired,0
185,93,0.140907,0.85909295,Got hired on the spot. God is so good to me,1
186,5611,0.93772906,0.062270936,This could help so many whove just been laid off @chrisifg. #jobhunt2016  https://t.co/p4cBzgqueG,0
187,3130,0.51455903,0.485441,I just repeatedly called a woman the wrong name in a meeting at work. Everyone laughed at me a lot. Unrelated I quit my job today.,0
188,5727,0.7607407,0.2392593,Im now unemployed. On the bright side Im unemployed.,0
189,3408,0.56509197,0.4349081,Who hiring? I just got fired,0
190,4998,0.124920405,0.87507963,I literally got fired 1 week and a day ago and is now about to start a new job next week. Cant stop my flow #NewDay,1
191,4030,0.9467171,0.053282954,Searching for #work in Fort Sam Houston TX? Send your #resume to OUTSOURCE Consulting Services Inc.. http://t.co/Bd8HL0R4hB #gethired,0
192,933,0.1333203,0.86667967,Yesterday I got hired for a teaching position in the fall! Thankful for how God opens doors and provides!,1
193,3699,0.4097748,0.5902252,These people at my new job are hilarious singing loud as hell lol,1
194,4827,0.706965,0.293035,I think Ive been taking stupid pills. I swear I get thicker everyday I dont use my brain &amp; I didnt have much to start with! #Unemployed,0
195,7584,0.22467633,0.7753236,Ahhhhh I am now officially hired at Super Model Inc. Omg yay!!,1
196,2707,0.93940544,0.0605945,#Internship opportunity: 2 FT positions avail @SacCityCollege. Contact Tracy for more info https://t.co/LrkYXxTyex,0
197,928,0.64989287,0.35010713,i got an email congratulating me for getting a student position but I havent been told by anybody that Ive been hired??,1
198,7094,0.7409336,0.25906637,Wyoming car salesman drew penis on his business card gave it to woman. Fired. Can’t draw unemployment,0
199,251,0.63605744,0.36394256,Got fired today... Awesome,0
200,5003,0.6265782,0.37342176,On a personal noteI was recently fired because my job knew I was about to leave for a (much)better position.Inadvertent blessing though. :),1
201,3756,0.92666316,0.07333683,Looking for an Extra Income? Join the ClaudiaG Growing Network of Skilled Independent Consultants https://t.co/02fQT52ZNa via @born2impress,0
202,90,0.12269824,0.8773018,Got hired in as a full time custodian today at a college. #IFeelHappy,1
203,644,0.132152,0.867848,Just got hired to clean another store at water side shops named Panerai boutique .. Does anyone know what kind store is that ?,1
204,2411,0.7975676,0.20243241,Does anyone know anywhere in denton thats hiring? Help a sista move out!,0
205,1342,0.9514432,0.048556842,Interested in a #job in #Mesquite TX? This could be a great fit: https://t.co/yF8nC10Bbg #Retail #Hiring #CareerArc,0
206,3491,0.27034068,0.7296593,Yesterday was my last day at eVgo.  I was told my position was being eliminated and moving to California.  Therefore it looks like the job…,0
207,252,0.15869842,0.84130156,Orientation Day. Been waiting for this day since I got the Yes your Hired #BCH here I come 💁🏨,1
208,4831,0.26518023,0.73481977,Unemployed life will be over by 27th January  i am sad and happy at the same time,1
209,3327,0.12662083,0.8733792,I remember My pinky Got slammed On By a Tote &amp; It Was Red &amp; Swollen . They fired Me 😂 Then Hired me Back The following Week 💀,1
210,4082,0.13259716,0.86740285,I got hired at a salon today. let me touch your hair,1
211,4099,0.115564436,0.8844356,I just got hired as a electrician and I start tomorrow,1
212,6542,0.12749247,0.87250745,Today has been so busy but productive @ the same time. I was called to start a new job on Friday. Its a very part time position and I need,1
213,134,0.21050689,0.78949314,Today I was hired back into the food business. Yay. Aug 2 cant come fast enough. I just wanna teach my 5th grade hooligans,1
214,6494,0.1472279,0.85277206,Recently started a day job. Now that I have a source of income I really want to compile a good wishlist.,1
215,3510,0.25295696,0.747043,I was told a month ago id have a new position and a raise. So far ive only done it for not even 2 weeks and have had a decrease in pay,1
216,7441,0.8127301,0.18726993,currently applying for jobs.. any recommendations??,0
217,5553,0.70210093,0.29789907,Looking for a new job so I can quit one of my jobs...,0
218,7671,0.69927573,0.30072433,Searching high &amp; low for a new job I officially hate my job,0
219,7374,0.67310774,0.32689223,New job wants me to trim my goatee.... Debating on quiting,1
