,id,neg_model,pos_model,text,class
34,6130,0.9524789,0.04752118,Tesla Motors posted a job you might be interested in. Store Manager - Shanghai - China CN via LinkedIn http://t.co/Ti7TWAmX4a,0
35,2321,0.93368024,0.06631972,Oh boy... Now I can change my job occupation from student to unemployed ...Oh 21st Century you are THE BEST!,1
36,3090,0.065969124,0.9340309,I quit today. Actually I quit this week can it be the weekend??,1
37,2200,0.78310424,0.2168958,Officially unemployed. Im gonna miss all the little kids from work some good memories with them.,1
38,6651,0.9514378,0.048562232,RT @Urbana_FireDept: Here is your opportunity to apply to be a Firefighter for the City of Urbana. #firefighter https://t.co/V47kVg4qtm,0
39,5805,0.9521986,0.047801375,Looking for a job in #Mesquite #TX? Retail Sales Teammate https://t.co/NhlZVQJoT6 #jobs #hiring,0
40,3218,0.05581848,0.9441815,Got laid off today anyone who knows of good places hiring pls let me know,1
41,3309,0.058088828,0.94191116,My club fired me last night I called this morning and told them Im filing a lawsuit they rehired me so fast😩😂😂😂,1
42,3408,0.060778927,0.9392211,Who hiring? I just got fired,1
43,2288,0.9469539,0.053046066,Looking for a job in retail? Radial is #hiring thousands of #warehouse workers across the country w/ great benefits. Say YES to Radial today + apply online for new positions available in #Kentucky #Virginia #Florida + more: https://t.co/vI06YmKv9S  #jobs https://t.co/tQOWHsDIQJ,0
44,5545,0.9271035,0.07289647,I am seeking an advocate -attorney who represent tenants rights regarding housing matters. It Is quite evident the landlord is retaliating,0
45,5066,0.33491343,0.66508657,My job thinks they slick sending me a termination paper bitch please not showing up to work that last 4 times didnt tell you i quit?,1
46,6933,0.9540584,0.0459416,Looking for a job in #Mesquite #TX? Financial Ctr Mgr https://t.co/V5Dw7nnAbn #jobs #hiring,0
47,1775,0.26008216,0.7399178,Laid Off Now they want me back. - https://t.co/n7fgL3fDFR #taxreturn #taxes #taxrefund #personalfinance #money #,0
48,3501,0.33094957,0.6690504,My position at AMC was eliminated this morning so if anyone needs a lunch date or has a lead on an interesting gig PM me! #time4change,1
49,5244,0.76838243,0.23161757,I feel pretty badass for not paying any income taxes right now. Im ganna keep this up until I get caught #unemployed,0
50,4302,0.81030446,0.1896955,Its a sunny day and Im (misty) unemployed yall,0
51,3772,0.08320933,0.91679066,I am now officially unemployed lol,1
52,6476,0.060439352,0.93956065,Well I quit my job today.... For the 3rd time,1
53,1439,0.95622087,0.04377921,Unemployed Under-Employed Unhappily Employed? Find #jobs &amp; career solutions on #LinkedIn in the Job Seeker &amp;... http://t.co/5L48mUcvvK,0
54,3451,0.26816505,0.73183495,Who gets fired then hired in the same day???? @AlyciaLeee #BALLER,1
55,7172,0.9079199,0.09208009,Can someone help me find a job? As of 30 minutes ago I am unemployed and desperate.,1
56,1099,0.89529043,0.10470958,Today I am searching for a job pretty desperately again need to be busy and getting paid for it...,0
57,2419,0.941765,0.058234993,Amazon posted a job you might be interested in: IT Support Engineer - Amazon Web Services Australia - Sydney Area Australia AU.,0
58,410,0.9549162,0.04508382,#Job #Northbrook Assistant Superintendent: Golf About the Job Jobing Description Position: Assistant Superinte... http://t.co/b8FyF6NYUy,0
59,995,0.9517749,0.048225105,Interested in a #job in #Albany New York? This could be a great fit: https://t.co/Wxjotv0FuM #NowHiring #GetHired #Manufacturing #Hiring,0
60,7265,0.21913159,0.7808684,After 10 years with current company Im getting laid off(merger).. let me know if anyone has leads to Graphic Design jobs in NoCo.,1
61,1834,0.93512595,0.06487405,I still search for that one employer who doesnt see me as a risk because I would really love a bit more financial security...,0
62,4747,0.9481804,0.051819548,Looking for work?  Are you unemployed?  We are now hiring. http://t.co/uwCbHWfUuh http://t.co/72W8ZT1926,0
63,2332,0.069770746,0.9302292,I was unemployed for 3 weeks. I couldve started a job sooner but I choose not to so now I have to train myself to go to bed before 5am lol,1
64,1037,0.9205499,0.07945007,I keep not getting hired because I have no work experience. Well how in the hell do you expect me to get job experience if you dont hire me,0
65,30,0.07629023,0.92370975,Well my first week being laid off I have no idea how I ever had time to work.  This week has been crazy busy with lake trip &amp; garage sale.,1
66,755,0.9538948,0.046105213,#Maintenance Technician #Are you interested in an entry-level position with a growingproperty management company? If you are ready to start your career this couldbe the opportunity for you! RHP Properties* ( https://t.co/2NXiLmE1pD via @jobsearchmoney #jobs #search https://t.co/DP3a3YL2As,0
67,5226,0.5547694,0.44523063,This is how I feel as unemployed,0
68,6391,0.05786394,0.94213605,Got fired today...looking for a new job,1
69,3683,0.93860906,0.06139093,New job offer opening up a lot of opportunities for me Im very excited about the possibilities,0
70,5627,0.09175166,0.90824836,Not only am I not getting laid off but my teammate is getting promoted off my team which means new person on my team UGH NO.,1
71,5662,0.06919261,0.93080735,Just got laid off so making music is keeping me spirits up:) https://t.co/1R6347CLMU,1
72,4793,0.7040318,0.29596815,I need prayer for full time employment. I have been unemployed for nearly a year. Donna-I need pray~ https://t.co/CRU9wptzrw #pray #prayer https://t.co/0roMPtg1sb,0
73,4667,0.4176152,0.5823848,BROWN RECLUSE IN THE BATHROOM AT WORK LETS JUSTS I AM NOW UNEMPLOYED,1
74,2328,0.91259146,0.08740853,I use to be the only one of my friends with a job now Im the unemployed one #dammit,0
75,1679,0.060154323,0.93984574,simultaneously quit &amp; got fired today. They tried to fire me I showed up 2 hrs early &amp; quit first. #BitchesCantBeTrusted,1
76,6490,0.054578148,0.9454219,Today I lost my job and just found out I just straight up wont get the set of Kraken dice Ive had my eye on forever AND ORDERED OVER A WEEK AGO,1
77,3092,0.055536482,0.94446355,Had to Quit My Job Yesterday Because My Co Worker Let All My Co Workers Know Im From 40s,1
78,3834,0.14281279,0.8571872,I am now officially unemployed! Yatta!,1
79,4181,0.23626195,0.763738,I am unemployed for the next 72 hours so Im getting weird.,1
80,7362,0.07565591,0.9243441,I recently quit my job to roll in $5641 from my phone PRESS THE LINK INSIDE BIO to do it too https://t.co/patlsdsuSA,1
81,6472,0.062394235,0.9376058,I quit my job today.....,1
82,5120,0.063298,0.93670195,I was fired today from my part time job in california because i did not go to work. They update... https://t.co/y05XxIuHPX,1
83,4056,0.92213744,0.07786254,Got hired for a magic show tomorrow night who has a party on a Monday I do not know but I got hard for it,0
84,4768,0.80900997,0.19099,I have found myself unemployed again anyone looking for a tech with my skills in Austin/RoundRock/P-ville area contact me.,1
85,5611,0.9259378,0.07406223,This could help so many whove just been laid off @chrisifg. #jobhunt2016  https://t.co/p4cBzgqueG,0
86,5282,0.9217519,0.07824805,Got offered assistant manager position at Dollar Tree for 9.50/hr. However I still work as a waitress and make good money. What to do?,0
87,1539,0.060910642,0.93908936,Got fired this morning from a job that Ive only worked 3 days at lol.,1
88,6272,0.075843744,0.92415625,This blog post is about me getting laid off yesterday: Unemployed http://t.co/r3TkMKxp #employment #arts #nonprofits #veg #vegan,1
89,4046,0.057318572,0.94268143,I got hired before I got laid off today #boilergypsy,1
90,6481,0.065895624,0.93410444,today was horrible lost my job got banned from xbox live and i have no clue why living off hope right now because negativity gets me nowhere,1
91,0,0.057417464,0.9425826,I just got laid off I think I cried a little inside... worked for this company for so long....,1
92,1604,0.95276856,0.047231406,Looking for an exciting new #job? Opportunities include a Principal Systems Analyst position in #Norfolk VA. #... https://t.co/C3fh4PyLbw,0
93,561,0.64714485,0.35285515,Roadhouse fired me? You cant fire me,1
94,4888,0.9480264,0.051973548,Anyone looking for an internship or some work experience in video editing in Dota 2? sKai High Studios is Hiring! https://t.co/fmXKmESlQV,0
95,2040,0.9545674,0.04543268,Looking for a #NewJob? #CareerCast has all your #Job and #Career needs at your fingertips. https://t.co/TP0fqqrlDk #CareerAdvice #GetHired,0
96,758,0.9520752,0.0479248,you might be interested in: Assistant Director/Director of Academic Support Position at Thurgood Marshall https://t.co/XtRzKsjw9k,0
97,5664,0.06904627,0.93095374,I walked out of my job Saturday. This is the first time since 2011 that Ive been unemployed.,1
98,6901,0.1502948,0.8497052,Well. Now Im unemployed.,1
99,4148,0.91965336,0.08034668,I am currently unemployed and looking.  If it involves technology audio/video building relationships selling a brand I am your man.,0
100,5153,0.9290097,0.07099038,Wage insurance for new jobs that pay less than a laid off job? Im interested.,0
101,989,0.9578068,0.04219314,This #job might be a great fit for you: Credit Analyst - https://t.co/4A1YQC9YFI #NowHiring #GetHired #Finance #Vaughan ON #Hiring https://t.co/8HXFVyJs8m,0
102,3971,0.060549982,0.93944997,Hey lucky me!! I got fired today with no notice for the sole reason that the owner hired a friend. Fucking Awesome!!,1
103,63,0.058287267,0.9417128,So I just got laid off work. #sucksballs but hey it just a job,1
104,4759,0.9345968,0.065403186,Tired of being unemployed especially after searching for so long. All I need is an entry level job people! Come on!,0
105,2260,0.9535186,0.046481322,Ad: Unemployed? Looking for a new Job or Career? Work at Home Positions avail $80-$90 a hr http://t.co/VYzQ5vRXTY,0
106,4626,0.069103636,0.9308964,I quit a job today &amp; got two other job offers 😏,1
107,512,0.075383164,0.9246168,My best friend / boss fired me on Friday but I guess Im gonna meet him for a drink right now lol hope hes paying bc Im unemployed,1
108,2209,0.92593795,0.07406205,Officially unemployed. Anybody want to give me a job?,1
109,7655,0.064694285,0.9353057,First day back to work and I get laid off. This is real sick. If you know anyone hiring in Lubbock let me know. Gotta pay bills soon.,1
110,3022,0.9079801,0.09201991,right when Im trying to get a new job a cute girl starts working there lmao fuck me right,0
111,4507,0.12702996,0.87297,@rsalcido92: Its about time I say that..... I got fired today :((((  fuck Target!! Haha,1
112,3111,0.07808812,0.9219119,So I quit my job today. Does anybody know if Office Depot is looking for animators?,1
113,3618,0.8922189,0.10778108,Is anybodys work hiring ? cause Im fucking laid off #lame #pissed,0
114,5634,0.061894253,0.9381057,Just got laid off and want to add some interaction designs to my portfolio http://t.co/fUFif3UshZ #design,1
115,2385,0.93663,0.06337005,Anyone looking to work for a great company? The Lowes of Leesburg VA is now hiring. Let me know if you are interested! Hiring 161 people!,0
116,7115,0.06211593,0.9378841,Just got fired.  I know I should be worried about being unemployed BUT IM SO HAPPY I FEEL LIKE SKIPPING IN CIRCLES!,1
117,4910,0.42015606,0.57984394,Steven hired me now I can quit school and my job,0
118,3294,0.054442946,0.94555706,I got fired today and got hired somewhere else with more money 30mins later lol,1
119,1720,0.2599507,0.7400493,Welp.  Laid off again.  If I do such good work whys no one wanna keep me around?#unemployed,1
120,4179,0.34058642,0.6594135,For the first time in 19 years I am presently not a Pittsburgh city employee. #unemployed,1
121,4975,0.06034291,0.93965703,I got fired from my job today,1
122,4278,0.95548683,0.044513162,#jobs #unemployed Internal Medicine - Physician: Integrity Locums - New York City NY - Part-Time to Full-Tim...  https://t.co/Pol0ZPn9st,0
123,2016,0.08672867,0.9132713,As you all know I recently was let go at my job. You also know I am in Love with Jamberry. So here I go I just started on my journey wit...,1
124,2303,0.9528007,0.047199327,Looking for an Entry-Level Job Near Nanuet? Sales Positions Lead Nation in Availability https://t.co/mZFXUrFcmf,0
125,905,0.9527609,0.047239136,Looking for a new #job opportunity? Apply for one of our many #intern positions today! https://t.co/x3AoUMU4FE https://t.co/BFHwZ6xUVI,0
126,127,0.062439352,0.9375606,Quit my crap job yesterday today I got hired at a restaurant opening in March. #favor,1
127,1926,0.07328438,0.9267157,@cory1976 Just a lot going on. Got laid off before vacation and now I need to figure out what I’m doing. Feeling a bit overwhelmed. :/,1
128,1441,0.9535868,0.04641314,Need to Make a Career Move?  Need a New Job?  Unemployed? @leezabyers Can Help: http://t.co/hwaFiCd9qZ,0
129,1193,0.060267366,0.9397327,Good news bad news time. Bad news I got laid off from one of my jobs. Good news just got a  position at one of the 8+ Gamestops near me,1
130,4608,0.06171826,0.9382817,Today I said fuck it..I quit my job and became a #unicron,1
131,6470,0.070706144,0.9292938,today I got a job &amp; today I also lost that job smh,1
132,6441,0.07876155,0.9212385,Lost my job today. Does anyone know how I can interview with the Browns? I think I can do good work there.,1
133,6599,0.94523317,0.054766763,Interested in joining a workplace in which you truly can make a difference?Travelers Insurance might be it!https://t.co/6eN07r8OK3,0
134,6392,0.08238708,0.9176129,I got fired so @raleigh_tshirts is hiring! For real though they are looking for help!,1
135,4635,0.81983584,0.18016413,Got hired for a new job orientation/training on Tuesday. Now the question is... when do I quit my current job?... https://t.co/oxs9D9S6jj,0
136,2503,0.95361936,0.0463807,Interested in a #job in #Irving Texas? This could be a great fit: https://t.co/qLHHJBDbDV #NowHiring #GetHired #IT #Hiring,0
137,3085,0.063754216,0.9362458,today i quit my job. then i told my boss to go fuck himself and blackmailed him for almost $60000. can you pass the asparagus?,1
138,2427,0.9454051,0.054594934,Gelia posted a job you might be interested in: Account Executive - Buffalo/Niagara New York Area US.,0
139,3728,0.9555585,0.044441514,Looking for a #Full #Time Assistant 3rd Shift Grocery Manager Trainee - Central Avenue #jobs http://t.co/yeDq4MSKHg http://t.co/1tkXESwv0t,0
140,7661,0.05533495,0.9446651,Hi i got laid off and also lost a brand new iphone 7 who wants to paypal me $180 for a replacement pls ive been having such a rough time,0
141,5297,0.11965549,0.8803445,@VAMOSteph Its actually okay. I was planning on quitting next month. They eliminated my position instead. So I get unemployment at least!,1
142,4165,0.13870086,0.8612992,Well I am currently unemployed again what a day!!,1
143,7272,0.06717671,0.93282324,I have just been laid off from ModCloth. Ive loved working there and am excited to find out whats next for me!,1
144,4607,0.06281056,0.9371894,Quit my job yesterday and got a job today #merica,1
145,7262,0.08440173,0.9155983,Im confused as to why I received money from the company I got laid off from and I cannot check pay stubs until tomorrow. 🤔,0
146,7584,0.9436445,0.056355484,Ahhhhh I am now officially hired at Super Model Inc. Omg yay!!,0
147,1076,0.9469784,0.053021632,I am really searching for some Great not average Mortgage Originators that know how to get the job done. There are some reps that take your…,0
148,6994,0.06619103,0.933809,So my coworker got me fired today because of what happened last night thats a bitch ass move but fuck him &amp; that business i worked for,1
149,7036,0.072677575,0.92732245,I Quit My #Job To Be A Travel Writer And Now Im Broke And Unemployed https://t.co/3dCXpddmKd https://t.co/5pI5iIIlw9,0
150,5693,0.32089293,0.67910707,I finished at Barnes and Noble yesterday. I start my new job Monday. Enjoying 2 days of being an unemployed bum.,1
151,3709,0.9553372,0.04466276,Looking for a freelance position? - Check out #jobsboard with 50822+ jobs includings freelance work - http://t.co/bUfvdLRs9v,0
152,6375,0.06686116,0.9331388,Think I got fired today lol,1
153,7416,0.93695354,0.06304642,@ShorterPearson I have so many unemployed PhDs bitching at me all day every day. Heres an opportunity for well-paid work.,0
154,2101,0.9510682,0.04893175,Looking for a #job? Check out the #gethired workshops at #ROC libraries http://t.co/RMpoM1lVwg,0
155,3206,0.7313438,0.2686562,Are you retired laid off looking for extra income? Join our Jan 13 webinar - Starting an Encore Business! https://t.co/1mJlsr3NWu#PCCSBDC https://t.co/pAyVYhe2uo,0
156,4640,0.18898174,0.8110182,So to answer a few ??s about the fine dining job they lied about my hours/pay/job description so I quit Tuesday so I went to Hooters today,1
157,4843,0.9346024,0.06539754,Work is fuckin bs right now anyone know of any retail places that are hiring???,0
158,5653,0.06528316,0.9347169,Well my job only lasted 7 days &amp; I got laid off again! I still need your Thoughts &amp; Prayers my Facebook &amp; Twitter... https://t.co/KeCe7JBcIo,1
159,3803,0.6510994,0.34890065,*SCREECH* WHY ARE BEYONCÉ AND JAY Z GOING ON TOUR WHEN I:A- AM UNEMPLOYEDB- NEED TO BUY A NEXT GEN CONSOLE SOONC- FUCKING PAX TICKETS,0
160,6427,0.06118813,0.9388119,2 weeks ago i was in car crash messed up mebup. Last week i lost my job due to the crash. Today someone charged something to my debit card,1
161,1963,0.8731113,0.12688872,I recently started at Stryker and like everyone I had the New Job Jitters.  Here are some great tips to minimize…https://t.co/6nhgxWdljT,0
162,5458,0.0652094,0.9347906,RT @markweaver: I got laid off today. Looking for a new gig full time or freelance. Hit me up ✌,1
163,4985,0.061610296,0.9383897,lost my phone got fired yep today is a good a day -_-,1
164,3072,0.06218811,0.93781185,yesterday i spontaneously dyed my hair black today i spontaneously quit my job what will tomorrow bring,1
165,7521,0.059878662,0.94012135,Lost my job today   laid off.,1
166,1686,0.11132697,0.88867307,today I signed a contract quit my old job quit my new job then unquit my old job  so that was just great 🎃🔫,1
167,4442,0.93750066,0.06249933,IS ANY PLACE HIRING??? THIS GIRL NEEDS A JOB YO.,0
168,2548,0.95207,0.047929972,Looking for an exciting new #job? Opportunities include a Senior UI Developer position in #Arlington VA. #... https://t.co/dClbbeWAtU,0
169,5099,0.056656107,0.9433439,I got fired earlier and as soon as the store closed I went back to ask for my job back and they immediately said yes lol,1
170,6075,0.9451978,0.05480215,Starting work at my new #library today helping @ circ. Training for my new position starts Monday at reference #excited #nervous #changes,0
171,3362,0.06727347,0.93272656,Today: my mother fired me from work and then rehired me. Oh.,1
172,3308,0.05572475,0.94427526,Salty i got fired today lol Ill have a job bye tomorrow tho aint tripping,1
173,1167,0.061280083,0.9387199,Well today just became the worst day ever. Got laid off my job due to budget cuts. #BrokeAsAJoke,1
174,3305,0.34302357,0.6569764,I was hired on April 1st started on the 2nd and today got my first write up. At this rate Ill be fired before the 15th!,0
175,5731,0.090451114,0.9095488,Well I just worked my last shift at Gate. So now Im unemployed and soon to be broke.,1
176,4722,0.9305101,0.06948989,Does anyone wanna hire me to be an illustrator/animator??? By hire I mean I dont care if I get payed or not,0
177,1103,0.9499091,0.05009096,Looking for a #remote position? We are seeking a #Category Manager for an #IT division #jobs #categorymanagement http://t.co/d3ahhLkGfZ,0
178,278,0.9265867,0.07341328,Today I applied for 3 jobs and like I dont want any of them,0
179,902,0.9484122,0.051587783,Looking for a change?? Search for new positions in your area http://t.co/ThT7qNiQAV #OpportunityKnocks #WorkplaceDiversity,0
180,4778,0.957054,0.042945977,RT @womenbiznetwork: Ready Set Action! Searching for a New #Job http://t.co/AM52tdIj51 via @ItsJustTami #unemployed,0
181,920,0.94145006,0.058549955,Got hired at best buy mobile last week &amp;amp; today I have an interview with FedEx for a customer service rep position! #needthat,0
182,5241,0.8819925,0.11800742,my life now consists of greek yogurt lana del rey and spending 20 minutes trying to find the perfect twitter background.  #unemployed,0
183,6577,0.94992906,0.05007092,55 or older? Elder Services of Cape Cod has immediate openings through their Bridge Back to Work program. http://t.co/1DSlpkZvVu,0
184,1405,0.9565986,0.04340138,Unemployed Under-Employed Unhappily Employed? Find #jobs &amp; career solutions on #LinkedIn in the Job &amp; Career... http://t.co/Gs7XVm0VAU,0
185,3235,0.069081046,0.930919,Having failed to be drafted thus far I have fired my agent.,0
186,6432,0.065929465,0.9340705,i lost my ~$600/week job today after calling in sick yesterday and attending a funeral today. trying to ‘seize the moment’ and [something].,1
187,3562,0.9306762,0.06932379,I am an unemployed facilities manager would love a job please help  legup,0
188,7256,0.06388797,0.9361121,just got laid off or as my boss puts it a mini vacation lol :),1
189,4836,0.4349426,0.5650574,so bye everyone I am basically canceling all my friendships because I dont believe I am worth your time whilst unemployed and depressed,0
190,6482,0.06134453,0.93865544,FML! Just lost my job yesterday and I went outside and my car was fucking stolen!,1
191,7154,0.2724849,0.72751504,Currently unemployed fuck the max but Ill be back  https://t.co/6pf6dxaxL4,0
192,1583,0.9536059,0.04639411,Looking for a job? Assistant Project Manager - Wind Energy Group (IRC11056)Job Details at M. A. M... http://t.co/cu4bpjwTCT #green #jobs,0
193,7390,0.47905007,0.52094996,I start my new job Tuesday at 10 am. I am scared and will quit within the day,0
194,3814,0.3482144,0.6517856,And.... Now Im unemployed.,1
195,6116,0.9475581,0.052441858,Veeam Software posted a job you might be interested in. Inside Channel Developer Northeast - Greater Atlanta Area US via LinkedIn.,0
196,3147,0.067649625,0.9323504,Today I quit my job and immediately had some retail therapy.. because logic 🤷🏻‍♀️,1
197,4705,0.79699755,0.2030025,Every time I get in an argument with someone they say you dont work I aint been unemployed a full two weeks yet lol,1
198,2250,0.06491008,0.93508995,I skipped work one day and was bored out my mind RT @FullMoonVoodoo: Ive been unemployed for 28 fucking days. This shit is not for me.,1
199,716,0.062448237,0.9375518,Guess I am fired not showing up last two days. Well I was gonna he tossed like garbage on a key error or whatever,1
200,6233,0.07630798,0.92369205,Woulda been nice to have gotten laid off about two months earlier. Id have had time to get my teaching license before school starts.,1
201,2278,0.9566011,0.043398924,Looking for a job? Electrical Engineer - Renewable Energy at Black &amp; Veatch (Centennial CO) http://t.co/Jj3c5xvcGk #green #jobs,0
202,3025,0.09755872,0.9024413,First day at my new job on the 17th been out of work a month to long now and I hate that shit,0
203,7088,0.07331986,0.92668015,I applied for unemployment and there was a lot of mumbo-jumbo but I was denied and I think its probably because I was fired?,1
204,7384,0.064096205,0.93590385,My employment has been rocky this year. I quit my job today after my supervisor threw her badge at me.  I needed her credentials for my refund request for a customer. New job stars next week Nebraska this weekend to see family!! Short vacation!!,1
205,6336,0.9459206,0.054079447,Im currently looking for new Talent Acquisition/Recruiter positions! (FT contract or employee) divtwins@gmail.com,0
206,6963,0.053903665,0.94609636,I got fired from my job today. But thats ok because the place was very ghetto,1
207,4043,0.86758643,0.1324136,So i got hired today rite away and start tomorrow at my new job,0
208,1700,0.061951127,0.93804884,TODAY I QUIT MY JOB...in three weeks,1
209,977,0.95224273,0.047757257,Interested in a #job in #Ohio 20226? This could be a great fit: https://t.co/eLTq7v9hOw #NowHiring #GetHired #Manufacturing #Hiring,0
210,7360,0.073485225,0.92651474,I recently quit my job to produce $7146 from my phone PRESS THE LINK INSIDE BIO to do it too https://t.co/31s1ZKDDkX,1
211,6128,0.95128304,0.048716996,RT @continimarco: Microsoft posted a job you might be interested in: DATACENTER OPERATIONS MANAGER - Washington D.C. Metro Area US.,0
212,6226,0.07397786,0.9260222,I didnt get fired from petsmart. I got laid off! But I wouldnt expect you to no the difference! #stepbrothers,0
213,4657,0.068104796,0.93189526,I quit today my spirit was crippled by the man so i had to move around,1
214,3435,0.06243405,0.937566,got fired because my foot is broken. where is hiring?,1
215,1276,0.95056695,0.049433082,Here is an opportunity to intern over the summer working on a political campaign: https://t.co/GVvSjtf2xu,0
216,1136,0.06752088,0.9324791,Yay I got laid off today! I get to freelance now. #freedom http://t.co/0dYs8X4P7s,1
217,17,0.063153796,0.9368462,I was recently laid off by a large bank. Today they sent me a credit line increase and some fake CC checks. Dont they know Im out of work?,1
218,7268,0.07954981,0.92045015,Laid off today due to slow period. Looking for work in #StCloudMn https://t.co/w8u6tfHIED,1
219,500,0.064504996,0.935495,I GOT FIRED FROM MY JOB so now I have lots of time to read books and make smoothies and think hateful thoughts about my former employers.,1
220,5895,0.15772144,0.84227854,Damn the 2 people who got my mom fired for no reason two months agai just got fired this month wow yall watch what you,1
221,2706,0.9530703,0.04692977,#Internship #finance Get in on the Hottest New Position -Online &amp; Social Media Marketing-Inte... http://t.co/aRguZr05yL #California #USA,0
222,5002,0.13312685,0.8668731,I am late on my first day at my new job and Im prob gonna get fired already I suck,0
223,7373,0.7788998,0.22110021,Well after four days at my new job my boss has quit and so now i am the most senior woman there and will be running things in the house lmao,0
224,6605,0.9528138,0.047186173,For those of you in the @NIEHS_PEPH network here is a job announcement you might be interested in. https://t.co/rdYhluIAxh,0
225,5705,0.2835029,0.7164971,This week marks 2 years that Ive been self-employed/unemployed. Still going strong trying to make my dream work out.,0
226,2378,0.9425629,0.057437103,Does anyone know any places hiring .....,0
227,7137,0.77675,0.22325,Today is the first time since 2006 I am not under contract as teacher with SJSD. Weird feeling. Im technically unemployed right now! Holla!,1
228,57,0.06683602,0.93316394,Well Ive just been laid off two months before I was supposed to leave my job anyway. Anybody have openings?,1
229,1067,0.9444982,0.05550183,Currently looking for a job. Can anyone help me out? Im open to doing porn. Please send amazon gift cards if you guys can,0
230,7201,0.95403916,0.045960814,The Honest Company posted a job you might be interested in. Category Manager Feeding  - Greater Los Angeles Are... http://t.co/hJI8VUQCBX,0
