,neg_model,pos_model,text,dist_point5
2914478,0.49998617,0.5000138,"RT @faaaaadumo: hello if anyone reading this tweet has any leads to some (PAID) writing jobs   for my brilliant friend @overdramatique, sho…",1.3799999999952739e-05
9174096,0.49998578,0.5000142,#Job Alert: #Mesa #Jobs Uber Driver Partner (No Driving Experience Needed):… https://t.co/3lLXmNfZOF For More Jobs &gt;&gt;&gt; Please Go2 our Page!,1.4199999999964241e-05
4721344,0.4999848,0.5000152,@subtweetgypsy Ah nice. I've never weighed enough for weight loss surgery at all and I'm trying to push myself to eat healthier/better and to workout more.,1.5199999999992997e-05
5633907,0.49998469999999995,0.5000153,I have a headache feel like shit and gotta work tonight.  I feel like bein an asshole just for shits n kicks.,1.5300000000051384e-05
4574516,0.50001574,0.49998426,I'm in such a great mood! Ppl at my job hate that I'm so up and they ass dead...fuckin haters,1.573999999998632e-05
1065373,0.49998364,0.5000164,Not even tired but fuck work tomorrow.,1.6400000000027504e-05
2295222,0.500017,0.49998304,Dont want to work in the am,1.69600000000103e-05
7440581,0.5000173,0.4999827,@punchrobby Thankfully these are not high labor jobs. I wouldn't even dare attempt this if it involved high labor.,1.7299999999997873e-05
3202959,0.50002056,0.49997939999999996,@endless_psych Also they have lots of people who have already worked the sites with them.,2.0600000000037255e-05
4373821,0.49997870000000005,0.5000213,Wow I need a nap not going to work,2.1300000000001873e-05
737851,0.4999786,0.5000214,life update: I'm eating rice and working on a project due tomorrow that I've had all quarter to do,2.1399999999949237e-05
2469836,0.5000217,0.49997829999999993,"RT @ZignalLabs: #NowHiring: We're looking for a Sr. Sales Enablement Leader! Learn more or Jobvite a friend.
https://t.co/BVnfHKAm6S #job",2.1700000000068886e-05
1165148,0.4999781,0.5000219,RT @ComedyPedia: i can already see the fireworks I won't be getting kissed under next weekend. 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,2.1900000000019126e-05
2671461,0.4999781,0.5000219,RT @ComedyPedia: I can already see the fireworks I won't be getting kissed under next weekend. 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,2.1900000000019126e-05
6659946,0.49997798,0.5000220000000001,"#job opportunity: Senior Industrial Engineer needed in #Cinnaminson, #NJ https://t.co/QLOouDAerp #jobs #hiring",2.2000000000077513e-05
3423235,0.50002223,0.49997777,C'mon españa!! Let me see you work,2.2230000000011962e-05
7931339,0.5000234,0.49997659999999994,"RT @The2019Seniors: how am I supposed to go to school, do homework, study, worry about college, stay in shape, be social, and get 8+ hours…",2.340000000006226e-05
1092280,0.4999757000000001,0.5000243,My coworker that sits directly next to me listens to all her calls on speaker... with the volume cranked up. I hate her right now.,2.4299999999977118e-05
4205552,0.5000271,0.49997290000000005,"@Darren_Altman Hey I know it's kind of short notice, but I'm visiting Miami 7/30-8/4 and would love to work with you while I'm down there!",2.709999999994661e-05
3979269,0.5000291,0.49997094,@OvertimeCook I've been missing working with this much space. It is nice I must admit.,2.9060000000025177e-05
3497909,0.49996993,0.5000300999999999,"I need to stop waiting until the last minute to do homework ,",3.0099999999921856e-05
2859092,0.4999682,0.5000318,Calling off work is so liberating. #freefortheday #dayoff,3.180000000002625e-05
1325387,0.49996772,0.50003225,"Volt is looking for a #Software #Architect (C# .NET Mobile Apps) in #SanDiego, apply now! #jobs http://t.co/VwKi2Tf9lF",3.2249999999955925e-05
3188968,0.49996534,0.50003463,@Mudddpuddle that'll work too :),3.4630000000035466e-05
2129683,0.49996534,0.50003463,@__zhaaane with no key. .. and I don't like working out w/ my mom. I like working out by myself or a friend,3.4630000000035466e-05
406510,0.5000355,0.49996450000000003,Yay got a job back and I'm dads buying me a car! everything is finally pulling together:),3.5499999999966114e-05
4545037,0.50003636,0.49996367,#Job #NewYork Seeking Job of housekeeper ( domestic ): I do all housework and cooking times available Monday t... http://t.co/GYZ6v34Lcb,3.632999999997333e-05
2391025,0.50003684,0.49996316,RT @Elizabeth13_: Did you do the chemistry homework?@JoArtiga5,3.683999999998244e-05
6875527,0.49996245,0.50003755,I'm about to go head and use this money and get my own place. I'm about to start working soon also. Soo everything gone fall into place..,3.755000000005282e-05
2288795,0.49996130000000005,0.50003874,After a solid night it's off to work for me....allllll day,3.874000000003708e-05
2537259,0.49996075,0.5000393,"RT @morrison_bryson: Do you approve of the job that @realDonaldTrump has done as President?

Retweet to spread poll",3.9299999999964363e-05
9087880,0.49995998,0.50004005,@Julie_McC2016 what job???,4.0049999999958175e-05
1280091,0.49995932,0.50004065,Does anyone else feel funky about working after the mid-week holiday?,4.064999999997543e-05
1392189,0.50004166,0.49995837,"RT @GrayHallNBC12: SHARE!
More job news. Kroger hiring for 260 positions in Richmond this weekend: http://t.co/N3OuPWpM6q http://t.co/7LF3S…",4.163000000001471e-05
6902046,0.50004345,0.49995652,I'm earning #mPOINTS Rewards in #Nexercise for working out - @GooglePlay. http://t.co/umLsr42Aur,4.347999999998464e-05
8240774,0.49995604,0.5000439,I remember what working in retail is like. You don't get to leave or go on break when you want you have to rely on other ppl,4.389999999998562e-05
6651861,0.4999542,0.50004584,RT @nadjao: I just got a call on a field shoot that I'm fired along with half the @mashable editorial staff.,4.583999999996369e-05
3436195,0.49995342,0.5000465999999999,@BeeRizzz He's staying with a friend since we couldn't have dogs here! But I was working 2 jobs an stuff so she has more time an a yard,4.6599999999896724e-05
9185657,0.49995282,0.50004715,RT @nadjao: I just got a call on a field shoot that I'm fired along with half the @mashable editorial staff.,4.7149999999995806e-05
7271989,0.5000474,0.49995264,You know graduation hasn't hit yet because I keep thinking I have homework to do 😂,4.7359999999996294e-05
7039281,0.50004756,0.4999524,@tonyromm FanDuel and DraftKings have done a horrible job of creating individual identities. I couldn't tell you which site an ad was for.,4.759999999998099e-05
5508257,0.49994929999999993,0.50005066,RT @GabeReezy: Bro how y’all be doing all this fun stuff every day with no job? Please teach me. I ain’t even being funny I’m deadass.,5.0659999999980165e-05
59600,0.50005096,0.49994904,@travis_nedrow quit ur job,5.095999999998879e-05
6302694,0.49994823,0.5000518,@priceline the parameters. It clearly does not! I also wasted the 10% coupon. I don't understand what kind of scam job you are running,5.1800000000046253e-05
2311918,0.4999476,0.5000524000000001,"OK screw this, I am going into work where I have a bigger monitor.  I need to use the LPKF anyway once I've finished pushing pixels.",5.240000000006351e-05
4976586,0.50005347,0.49994653,"Your #jobsearch is over. Sedgwick Claims Management Services wants to #hire you in St. Louis, MO. http://t.co/H3HIztfxlX",5.3469999999999906e-05
3999416,0.5000535,0.49994648,I'm so happy to be working again! #money,5.351999999997359e-05
2128882,0.5000537,0.49994627,@RooGetsLifted The house will last longer than the current job...,5.3729999999974076e-05
586378,0.49994594,0.50005406,"Thank you, Lord, for Julian Edelman's glorious beard. #yourfinestwork",5.405999999996691e-05
7987542,0.50005436,0.49994564,Wish he would get off work already!,5.435999999997554e-05
2951648,0.50005513,0.49994487,I guess I'll go workout out at one,5.5130000000014334e-05
3745606,0.49994484,0.5000551999999999,At work wishing I could be with @fennectrey. ☹,5.519999999992198e-05
8889989,0.49994376,0.50005627,So excited to be chosen for this show in New York. My New Yorker friends please come to the show....I am working... http://t.co/TsCHtWu24V,5.62699999999694e-05
6235610,0.49994293,0.50005704,RT @kaitlynkomar: I have to work all weekend :(,5.7039999999952684e-05
3471460,0.50005746,0.49994254,I feel like my love life is finish ive been avoiding commitment that why im in this position,5.746000000000917e-05
1762278,0.5000581000000001,0.49994186,@sdutCrader That's true. My success rate for waking up early to run is about 25 percent. I usually hurry back from work to do it.,5.8139999999984315e-05
2752271,0.5000594,0.4999406,Doing absolutely nothing at work... I'm ready to go,5.939999999998724e-05
8754156,0.49994016,0.50005984,"If you are looking for jobs in the US from overseas, ensure your visa status is clearly communicated on your #resume/cover letter",5.98400000000332e-05
6519293,0.5000608,0.4999392,"RT @Bmac0507: January 1st: I'm gonna really work out and get in amazing shape this year 

January 18th: https://t.co/zXjZo2mErK",6.08000000000275e-05
8343278,0.49993852,0.5000614999999999,"If you're looking for work in #SanFrancisco, California, check out this #job: https://t.co/WPmbmudsIn #Pharmaceutical #Hiring",6.14999999999366e-05
8028749,0.49993777,0.5000622,"Interested in a #FamilyPractice #job near #SaintCharles, MO? This could be a great fit: https://t.co/FaozfyXKZq #Hiring #CareerArc",6.220000000001225e-05
2823229,0.5000622,0.49993777,"Looking for a job in #SanAntonio, #TX? Resident Care Associate https://t.co/9gntU2QIlA #jobs #hiring",6.222999999999645e-05
2802848,0.5000641,0.49993590000000004,RT @ThePatriot143: You know Larry David is pulling for Bernie Sanders so he can get a full time job at #SNL https://t.co/u53am7Ifbu,6.409999999995586e-05
2352750,0.50006455,0.49993548,RT @aerdnax_: my life is so boring. all I do is go to work and back home. when school starts that's another thing I'll do😩,6.452000000001235e-05
8951194,0.4999344,0.5000656,@smokeydogg777 how do u afford not to work. It's been like a year for u,6.559999999999899e-05
7336736,0.49993435,0.5000657000000001,@SavanaRenae work more at Stein Mart!,6.570000000005738e-05
7650118,0.49993423,0.50006574,"""@Reveca_Guijarro: I wanna throw a party but idk how that'd work out ina all white people neighborhood 😒"" just fine",6.574000000003632e-05
5273623,0.49993423,0.50006574,The job struggle,6.574000000003632e-05
8012400,0.50006616,0.4999338,"RT @LouieVGutta: He use to put work in
but now that nigga workin!!!!! 🚔🚨",6.620000000001625e-05
124307,0.49993333,0.5000667000000001,RT @JamenxAtish: People under estimate the type of shit they can get done with in a day. All in a days work.,6.670000000008613e-05
