,neg_model,pos_model,text,dist_point0.725
4065963,0.27497306,0.7250269,@bro70 @knfilters Thank you for joining! Remember that 1 referral = 5 entries so keep on sharing that personal link! :),2.6900000000051882e-05
4145257,0.27502763,0.7249724,Why can't I send messages???,2.76000000000165e-05
8372199,0.27497059999999995,0.72502935,“@ChefBoyarGeee: We keep on losin em” lol what you talkin bout,2.9350000000039067e-05
7412358,0.27503133,0.7249687,@theregoeskiani Go check it out 😉,3.129999999995636e-05
6193136,0.27496704,0.7250329000000001,"RT @FoxNews: .@HillaryClinton: ""I mean, really - who gets up at 3 o'clock in the morning to engage in a Twitter attack against a… ",3.2900000000113394e-05
1739183,0.27496648,0.7250335,"RT @yvetteyanesse: ain't even gone lie, I hate school, my grades are not wassup and I'm stressing myself out.",3.3500000000019625e-05
498029,0.27503398,0.72496605,I want to dm cameron usernames but I can't find any!😫,3.39499999999493e-05
6549808,0.27503446,0.7249654999999999,@JenniMarie7: I love the anticipation of sending and receiving snail mail with @skilvia13  🙊📬📮,3.450000000004838e-05
7315385,0.27503590000000006,0.7249641,"“You never really stop caring about someone you love,..”",3.5899999999977616e-05
8926244,0.27503595,0.724964,Mistress hurt me bad last night.... Not physically.  I'm not sure if I'm going to recover this time. I may be done with this lifestyle.,3.599999999992498e-05
3510473,0.27496383,0.72503614,😂😂😂😂😂😂  RT @MrRobG_: Why people think eating at Apple Bees is a 5 star restaurant? Fridays too?,3.6140000000073336e-05
9214131,0.274962,0.72503793,RT @AndreaRussett: why don’t humans get to hibernate wtf not fair,3.793000000007485e-05
2294317,0.27496195,0.7250380999999999,@_Ambure_: http://t.co/jNpvfukSFr … I need ur help to win a spread in Ambassador Mag: click my pic &amp; press the “Like” button?! Vote &amp; share,3.809999999992986e-05
3247522,0.2750387,0.72496134,"So, I set my phone down &amp; go about the rest of the shift, &amp; then return to 40+ txts ranging from persuasion to outright name-calling.",3.8659999999968164e-05
9230681,0.27496079999999995,0.72503924,RT @SoDamnTrue: I WANNA BE SOMEONES FAVORITE FRIEND OR FAVORITE PERSON OR SOMETHING LIKE HOW COOL WOULD THAT BE,3.9239999999995945e-05
246775,0.27503994,0.72496,RT @ijladies: UK peeps!! If we were to do a live podcast would you come?,3.999999999992898e-05
1597510,0.27504012,0.7249599,RT @NoHoesNorvell: i reply fast,4.009999999998737e-05
8461701,0.27495953,0.7250405,On my way to babysit in a 7k a month furnished studio apartment. I can't imagine what a rip off this place is.,4.049999999999887e-05
306571,0.27504057,0.72495943,"@ShopRunner just joined. Went to your site for bedding. options are Kids, boys, girls, and baby? any way to select by bed size.",4.0570000000017536e-05
2217204,0.27504095,0.724959,"@ReIiable: Texts that piss me off:

1. Yeah   2. Oh  
3. Yup     4. Lol  
5. Haha   6. K  
7. Nope   8. Chillin  
9. Naw   10. Send me a pic",4.099999999995774e-05
2111797,0.2750431,0.72495687,RT @IDGAF_MAC: How do you expect your girl to play her part when you got another female auditioning for her role #ThinkAboutIt,4.313000000000233e-05
7338959,0.27504382,0.7249561999999999,@TheVainGay Ok but where?,4.380000000003825e-05
679629,0.27504385,0.7249561999999999,"Comcast says there's no problems with my internet.
http://t.co/859cWbG2nX",4.380000000003825e-05
4100645,0.2749557,0.72504437,I wanna be out of the 4000's so bad.,4.4370000000015786e-05
1215098,0.27495417,0.72504586,@AutumConley luckily it was just my class and I can redo the interviews.,4.586000000006418e-05
2353300,0.2749537,0.7250463,I need a new Twitter picture. Ahem @TheBasedSloth,4.630000000005463e-05
6784395,0.27504668,0.7249533,RT @SecretColGrl: @Serenefairy_2 I would love to find another planet that can sustain life- Im also a conservationist and environmentalist …,4.669999999995511e-05
5580561,0.27495223,0.7250477,"""@_daniboooo: thankful for @alenaf11 😭😭🙌"" I gotchu ✊🏼💞",4.7699999999983866e-05
280460,0.27495173,0.7250483,RT @SideHoeNextDoor: I literally cannot handle school today or ever,4.830000000000112e-05
7584413,0.27495155,0.7250485,"@Kayd24 If I were Pau, I'd get away from this organization after being treated like shit.",4.850000000000687e-05
2450801,0.2749514,0.7250486,@Holla_foadolla shawty? lol but anyway what are youb up to punk,4.860000000006526e-05
7555293,0.27495068,0.7250493,RT @weimsss: I just really would like to go to the state fair,4.9300000000029875e-05
610130,0.27505088,0.7249491,@Felicia_Marie26 yeah I am lol hopefully things will get better for you.,5.089999999996486e-05
199727,0.2750515,0.72494847,Even if that means I'll randomly record me talking about comics by myself damnit.,5.1530000000021836e-05
8827029,0.2749467,0.7250533,I want to see creed......,5.3300000000033876e-05
1686915,0.2750552,0.7249448000000001,“@KevfromtheFAM: I'm craving stix again @baby_Jaaay9 ...” Let's go later this week,5.519999999992198e-05
7824817,0.27505759999999996,0.7249424,@Yup_She_Love_It u still have it available ?,5.759999999999099e-05
6876533,0.27505785,0.72494215,“@ramonarriba: GOD KEEPS DROPPING THE BEAT HE'S HELLA TURNT!!!!!”,5.7850000000025936e-05
4245109,0.27494177,0.7250582,@carrynm1 was just gushing to Gregg about how wonderful it was to meet you. Get a cs degree and move here!,5.8200000000008245e-05
1219041,0.27494174,0.72505826,have you met the person your gonna marry?,5.8259999999976664e-05
8397401,0.27505833,0.7249416999999999,good afternoon everyone today we gonna have an double upload today stay active,5.830000000006663e-05
600011,0.27493927,0.7250607,So who's going to the movies tomorrow?,6.070000000002462e-05
8625175,0.27493852,0.72506154,@dunfIower ARE YOU GUYS DATING YET,6.154000000002657e-05
5828014,0.27493805,0.7250619,RT @jackgilinsky: I feel like turnin up,6.190000000005913e-05
7742365,0.27493665,0.7250633000000001,@Lilo_Abernathy Do you find it hard to promote your book? This is all new to me so I have no idea what I'm doing.,6.330000000009939e-05
8117773,0.2750635,0.7249365,@nofusswithsuss I'd rather be with hayley for another 10 summers than write this English essay due tmrw,6.349999999999412e-05
6323104,0.27506540000000007,0.7249346,"If you're waiting til tomorrow to make that change, you're just another day behind. #worknow",6.539999999999324e-05
632501,0.27493325,0.7250667,If don't know what I'm going to do tomorrow 😱,6.669999999997511e-05
2754888,0.27506867,0.7249313000000001,I have WAYYYY too many clothes. I'm about to go sell some to Platos lol,6.86999999999216e-05
6844796,0.2749295,0.7250705,"If you're riding around this rerun town and need a little company, baby, call me up. 😘❤",7.049999999997336e-05
3478412,0.27492859999999997,0.72507143,Can't wait for the weekend with my best friend &amp; our boys. #finally #vacation 🚤☀️🇺🇸,7.142999999998345e-05
4970071,0.27492842,0.72507155,RT @Buss3ll: I wanna do something tonight...,7.155000000003131e-05
8051941,0.27492803,0.7250719,RT @ImThaGoat: I hate arguing through text I be standing in one spot for 45mins😭,7.190000000001362e-05
5924749,0.2749276,0.72507244,RT @chancetherapper: I got to pray,7.244000000006245e-05
2177769,0.27507243,0.72492754,@215Dev_ hate u,7.24599999999409e-05
9424818,0.2749262,0.7250738,".@FordForkum Miss you too, and think of you often. Glad you checked in! :-)",7.380000000001274e-05
6064446,0.27492315,0.72507685,@JarvisDeLaCruz feel like talking?,7.685000000001718e-05
7918760,0.27492175,0.7250783000000001,“@JimGaffigan: You know how people dread going to the dentist? I feel that way about getting out of bed.” #mylife,7.830000000008663e-05
1839081,0.27507856,0.7249214,"RT @JayZClassicBars: ""Ain't in it for da money, cant take it when u leave / I wanna be remembered long after u grieve/ Long after I'm gone …",7.859999999992873e-05
6599308,0.27491996,0.7250800000000001,@RoseEllenDix @PlaylistLive omg i wish i could..😳,8.000000000008001e-05
6759486,0.2749197,0.7250803000000001,RT @rinabby_: ignoring texts I used to beg for hahaha,8.030000000014414e-05
8011401,0.27491950000000004,0.72508043,I fucks wit Income tax Season. Woooooooooo! Im turnt AF RN,8.043000000002021e-05
5606411,0.27491945,0.7250805,I might have exaggerated a little bit.,8.050000000003887e-05
5982888,0.27491940000000004,0.7250806,@TheReal_Alvarez shudda came to my nigga u wud not be payin over 1000 without a doubt,8.059999999998624e-05
5972094,0.27491626,0.7250837,"RT @coL_IFeaRs: Hey you know what, Just politely ask me if I can change my scorestreaks around and i'll do it, maybe my vsat for dogs? idk",8.370000000001987e-05
7158380,0.27491525,0.7250847,@Nilkski_ I wub you long time ( -_- ),8.470000000004863e-05
