,neg_model,pos_model,text,dist_point5
4869279,0.49993345,0.5000666,I need to meet @mynameisGRiZ,6.660000000002775e-05
4468290,0.50006676,0.49993327,@Blackout10_ .... 😳 ... What hat nigga? Lol. No idea whatcha talking about lmao.,6.673000000001483e-05
8027791,0.5000669,0.49993312,@SteveyFranchise Probably next month.,6.687999999999139e-05
3965338,0.50006956,0.49993047,@Mac_TheAbstract thanks a million cuddy ;),6.952999999998433e-05
4812996,0.50007313,0.49992684,RT @BrutallyHonest4: yo some people need to grow tf up,7.316000000001655e-05
1175914,0.5000736,0.49992636,@kenzliee it's the beautiful Kenz! :),7.363999999998594e-05
8544054,0.49992588,0.5000741,"RT @MikeStuchbery_: It is #WorldSuicidePreventionDay. If you're struggling, please do one thing for yourself - make a call to seek help… ",7.409999999996586e-05
4889183,0.50007457,0.49992546,"""And can they be double sided?"" Why is that even a question?",7.454000000001182e-05
6866136,0.5000747999999999,0.49992523,@summerchic45 You're welcome! Thanks for listening! YOU rock! #HaveAGoodMonday,7.477000000000178e-05
4095966,0.49992479999999995,0.5000752,@jacksonsellz what you gettin' my nigga?,7.5200000000053e-05
9218869,0.49992225,0.5000778,RT @effarrpee: If you're not investing in the @Ingrestaurant kick starter you're crazy.  #miracleberry is INSANE.,7.780000000001674e-05
2919517,0.49992153,0.50007844,@BookbuildersBOS It won't let me DM someone who isn't following me! Would you mind following me for a minute so I can send it?,7.844000000001294e-05
4178261,0.5000795,0.49992046,517 N Fairfax,7.953999999998906e-05
3874066,0.5000819000000001,0.49991813,RT @AdventurePIaces: Can I just live in New York City already? https://t.co/ugQKP5chpj,8.18699999999839e-05
8865331,0.50008196,0.49991807,RT @Kfly_Knows: She's about to earn some bragging rights,8.193000000000783e-05
8583620,0.50008214,0.49991786,"@darrenrovell Spygate was bad, but have you ever heard of BOFA?",8.214000000000832e-05
8136107,0.50008285,0.49991718,@MichiRezin union square sf or ny? No fair you not letting me know if youre in sf,8.281999999998346e-05
7142382,0.5000829000000001,0.49991712,Fool that be talking his asset off on love sosa &lt;&lt;,8.288000000000739e-05
3444799,0.5000829999999999,0.499917,"@garnet_hillman @kenoc7 @SraSpanglish @lizdavis2 good convo - i'm in opp situation, sadly going back 2 traditional,have to focus on learning",8.299999999999974e-05
8642014,0.50008357,0.49991646,I think I'll just stay low..,8.353999999999306e-05
2035158,0.5000852,0.49991482,"RT @younggwhite: there's people who i have no intention of ever speaking to again, but if they were to hit me &amp; say they need me i'd be the…",8.518000000001802e-05
9162345,0.5000855,0.49991453,@kaoscritic @JennyMcCarthy I thought about doing a mallow lol,8.54699999999764e-05
1645107,0.49991447,0.50008553,@DBarnett_11 how do you lock your tweets?,8.553000000000033e-05
6705963,0.49991438,0.50008565,@SarahBanatera Be patient. Things will change for the better. :)),8.565000000004819e-05
4625449,0.49991402,0.5000859999999999,Fuck math work &gt;.&lt;,8.599999999991947e-05
4458554,0.499914,0.5000859999999999,RT @CloydRivers: Give a fella a fish and he'll eat for a day. Teach him how to fish and he'll sit in a boat and crack cold ones all weekend…,8.599999999991947e-05
5447626,0.49991316,0.5000867999999999,I'm earning #mPOINTS Rewards in Browify. http://t.co/fuUQbUjhnE,8.679999999994248e-05
8432754,0.5000874,0.49991262,Should I make cookies or should I make cookies? 😋🍪,8.738000000002577e-05
6392410,0.49991167,0.5000882999999999,RT @BasedBradley: “@joeyBADASS_: Listening to Wiz new mixtape.. not impressed.. #JustSayin”lol,8.82999999999301e-05
4008299,0.4999089,0.5000911,Drinking is a short term high with long term consequences. Is it worth it?,9.110000000001062e-05
258868,0.49990892,0.5000911,Drinking is a short term high with long term consequences. Is it worth it?,9.110000000001062e-05
