id,text,class,ProcessedText,ProcessedText_length
6549,I get hired on the first fired on the second,1,i get hired on the first fired on the second,10
7701,Default isnt an option. I was laid off from my previous position. Scared shitless. I found a new position back in Louisiana. #VICEonHBO,1,default isnt an option. i was laid off from my previous position. scared shitless. i found a new position back in louisiana. #viceonhbo,23
3356,Star Wars hired me as a celebrity endorser of their new products. I was immediately fired http://t.co/9MvRJ9n1Up,1,star wars hired me as a celebrity endorser of their new products. i was immediately fired http://t.co/9mvrj9n1up,17
8496,Got hired for a new job today that will definitely change my life. Very thankful.,1,got hired for a new job today that will definitely change my life. very thankful.,15
3308,I was hired on April 1st started on the 2nd and today got my first write up. At this rate Ill be fired before the 15th!,1,i was hired on april 1st started on the 2nd and today got my first write up. at this rate ill be fired before the 15th!,26
9359,Got called from an extras service in California to work tomorrow and Friday on a movie set. I was picture chosen by producers..UNION VOUCHER,1,got called from an extras service in california to work tomorrow and friday on a movie set. i was picture chosen by producers..union voucher,24
4510,Microsoft posted a job you might be interested in. Sr Solution Spec SURFC ADR - SMSG - Beijing - Beijing City China CN via LinkedIn.,0,microsoft posted a job you might be interested in. sr solution spec surfc adr - smsg - beijing - beijing city china cn via linkedin.,25
2539,Looking for a campaign position in Minneapolis in 2016? Apply to be a DFL Regional Organizing Dir. (ROD) today! https://t.co/bP4N8ket8j,0,looking for a campaign position in minneapolis in 2016? apply to be a dfl regional organizing dir. (rod) today! https://t.co/bp4n8ket8j,20
2746,#Job #Milwaukee Sales Opportunity (Waukesha): Position Information Position: Automotive Program Sales Consult... http://t.co/fh6DujIP3Z,0,#job #milwaukee sales opportunity (waukesha): position information position: automotive program sales consult... http://t.co/fh6dujip3z,13
1080,Well I am actively searching for a new job.,0,well i am actively searching for a new job.,9
922,Last week I got hired as the Scenic Designer of an awesome play! Today I was offered the Art Director position for a TV show! So thrilled!!!,1,last week i got hired as the scenic designer of an awesome play! today i was offered the art director position for a tv show! so thrilled!!!,27
9499,Today I left the ranks of the unemployed and joined the workforce again. #happyhappyhappy,1,today i left the ranks of the unemployed and joined the workforce again. #happyhappyhappy,14
1676,I just got hired in today and im already thinking of quitting by the end of the year....smh,1,i just got hired in today and im already thinking of quitting by the end of the year....smh,18
2036,Looking for a #NewJob? #CareerCast has all your #Job and #Career needs at your fingertips. https://t.co/TP0fqqrlDk #CareerAdvice #GetHired,0,looking for a #newjob? #careercast has all your #job and #career needs at your fingertips. https://t.co/tp0fqqrldk #careeradvice #gethired,18
8315,my roommate got hired right after me and our friend who lives on our floor works there too this is so cute,1,my roommate got hired right after me and our friend who lives on our floor works there too this is so cute,22
6721,Well I injured my back at work in June. My RN position was posted at work. Not able to work. depression is severe just dont know anymore,0,well i injured my back at work in june. my rn position was posted at work. not able to work. depression is severe just dont know anymore,27
9209,I woke up this morning realising Im still #unemployed so I went back to bed.,0,i woke up this morning realising im still #unemployed so i went back to bed.,15
2232,Have you seen my mid-week video? I decided to vlog whilst unemployed! http://t.co/MAppy5oxiT #lbloggers #crazybloggers #bdib,0,have you seen my mid-week video? i decided to vlog whilst unemployed! http://t.co/mappy5oxit #lbloggers #crazybloggers #bdib,16
1105,I am looking for a job as property manager or assistant property manager as full-time job.Let me know if you have something,0,i am looking for a job as property manager or assistant property manager as full-time job.let me know if you have something,22
6791,Anyone know any lawnmower repair person that charges fairly and does good/quick work???,0,anyone know any lawnmower repair person that charges fairly and does good/quick work???,13
1987,Im already subject to termination at work and I started 3 weeks ago lol . I need more clientele to end this job saga,1,im already subject to termination at work and i started 3 weeks ago lol . i need more clientele to end this job saga,24
9446,I was unemployed yesterday and have two jobs today lol #helookingoutforme,1,i was unemployed yesterday and have two jobs today lol #helookingoutforme,11
6018,@courtneycaw33: Praying I get this job!,0,@courtneycaw33: praying i get this job!,6
4068,Got hired for a magic show tomorrow night who has a party on a Monday I do not know but I got hard for it,1,got hired for a magic show tomorrow night who has a party on a monday i do not know but i got hard for it,25
1991,First day at my new new job &amp; my boss is 10 mins late when I was 10 mins early..Hmm.,1,first day at my new new job &amp; my boss is 10 mins late when i was 10 mins early..hmm.,20
6507,I was just offered a position at the Seven Inlets Spa and I am still waiting to hear back from Massage Envy. Not sure what to do. #Decisions,0,i was just offered a position at the seven inlets spa and i am still waiting to hear back from massage envy. not sure what to do. #decisions,28
4102,Hey I got hired full time today :),1,hey i got hired full time today :),8
1993,I was stressing over leaving my old job but my new job treat me like I own the place. You really gotta be willing to progress,1,i was stressing over leaving my old job but my new job treat me like i own the place. you really gotta be willing to progress,26
1076,am looking for a job i lost my job due to the misunderstanding btwn me and my manager according to the increment of my salary,0,am looking for a job i lost my job due to the misunderstanding btwn me and my manager according to the increment of my salary,25
5328,Unemployment its been real - but Ive got a new friend now. Its a senior-level position at RED Digital Cinema. They help make movies.,1,unemployment its been real - but ive got a new friend now. its a senior-level position at red digital cinema. they help make movies.,24
1534,Im not fired btw but I have a job interview next week becauSe this guy is FUCKING crazy lmao,0,im not fired btw but i have a job interview next week because this guy is fucking crazy lmao,19
6838,Network for Good posted a job you might be interested in. Product Manager - Washington D.C. Metro Area US via ... https://t.co/a6veGrMt1f*,0,network for good posted a job you might be interested in. product manager - washington d.c. metro area us via ... https://t.co/a6vegrmt1f*,22
4106,I applied yesterday and I got hired today lmao @ahricynthia5 @__AdamCCXX,1,i applied yesterday and i got hired today lmao @ahricynthia5 @__adamccxx,11
7493,I am disabled veteran been unemployed since 2009 and I cant get disability benefits. I would like to do computer work (administrative or billing). My email:barryevanslive@gmail.com https://t.co/9CBcfriM5P,0,i am disabled veteran been unemployed since 2009 and i cant get disability benefits. i would like to do computer work (administrative or billing). my email:barryevanslive@gmail.com https://t.co/9cbcfrim5p,27
4061,Received a phone call today from Dollar General.  I got Hired! Woot woot!,1,received a phone call today from dollar general.  i got hired! woot woot!,14
3738,Looking for a new #job in #Kentucky? Subscribe to #JobAlerts! http://t.co/nlyggAo5xX,0,looking for a new #job in #kentucky? subscribe to #jobalerts! http://t.co/nlyggao5xx,11
9406,My manager offered me 100 dollars for every person I bring in to apply and get hired.......... who needs a job?,0,my manager offered me 100 dollars for every person i bring in to apply and get hired.......... who needs a job?,21
2792,I got hired yesterday and started working the same day too 🖖🏽,1,i got hired yesterday and started working the same day too 🖖🏽,12
8587,Unemployed or Looking For a Way to Make Extra Money? --&gt;&gt; http://t.co/OvRAR4rAEe,0,unemployed or looking for a way to make extra money? --&gt;&gt; http://t.co/ovrar4raee,12
3763,Looking for a #Adjunct #Position – ​Principles of Marketing #jobs http://t.co/7U5AhGKDtN http://t.co/Mc4bIS0vxx,0,looking for a #adjunct #position – ​principles of marketing #jobs http://t.co/7u5ahgkdtn http://t.co/mc4bis0vxx,10
5037,On a personal noteI was recently fired because my job knew I was about to leave for a (much)better position.Inadvertent blessing though. :),1,on a personal notei was recently fired because my job knew i was about to leave for a (much)better position.inadvertent blessing though. :),23
6438,Laid off yesterday morning and got a temporary gig today? Still looking for a permanent position but its better than nothing.,1,laid off yesterday morning and got a temporary gig today? still looking for a permanent position but its better than nothing.,21
9309,#Job #Birmingham Want to hire sexy muscle men (Birmingham): I am searching for built men to work on web cam from home http://t.co/xKu8mDd9NU,0,#job #birmingham want to hire sexy muscle men (birmingham): i am searching for built men to work on web cam from home http://t.co/xku8mdd9nu,23
4024,I just got hired at my new job congratulations. I plan on buying my own firearm to carry around.,1,i just got hired at my new job congratulations. i plan on buying my own firearm to carry around.,19
8093,Looking for a new #job? Look no further—Brivo is #hiring! Find out the details of our open positions: https://t.co/qnKnTrBgfV,0,looking for a new #job? look no further—brivo is #hiring! find out the details of our open positions: https://t.co/qnkntrbgfv,19
4063,Got hired today to write two new Batman chapter books. Which villains should I choose?,1,got hired today to write two new batman chapter books. which villains should i choose?,15
4058,I got hired before I got laid off today #boilergypsy,1,i got hired before i got laid off today #boilergypsy,10
4451,Teacher friend and I are in the works for a new job watching dogs sleep or blogging about hit shows each week.  Anyone hiring??,0,teacher friend and i are in the works for a new job watching dogs sleep or blogging about hit shows each week.  anyone hiring??,25
9445,I was unemployed for all of three hours yesterday Im not even kidding new job starts today,1,i was unemployed for all of three hours yesterday im not even kidding new job starts today,17
4803,I have been unemployed for 6 months however this is my future. Sending Bernie Sanders delegates to Philly. https://t.co/mZNoVM9HFV,0,i have been unemployed for 6 months however this is my future. sending bernie sanders delegates to philly. https://t.co/mznovm9hfv,19
4488,Does anyone know of any place hiring?! #asap I need a new job!,0,does anyone know of any place hiring?! #asap i need a new job!,13
3214,i need to find a new job since im being laid off next month buuut i have no ideas,0,i need to find a new job since im being laid off next month buuut i have no ideas,19
1031,As of June 8th no longer unemployed... just got hired as a data analyst / programmer at Cigna in Bloomfield...,1,as of june 8th no longer unemployed... just got hired as a data analyst / programmer at cigna in bloomfield...,20
3759,Looking for a job in #Bedford #MA? Environmental Engineer (16 https://t.co/lcJruuwUQe #jobs #hiring,0,looking for a job in #bedford #ma? environmental engineer (16 https://t.co/lcjruuwuqe #jobs #hiring,13
2745,#Job #Memphis Jr. Java Developer: TN-Memphis Position Overview Provides application software development serv... http://t.co/kTK6jdehWO,0,#job #memphis jr. java developer: tn-memphis position overview provides application software development serv... http://t.co/ktk6jdehwo,14
5084,This position I got at my new job is love God is good all the tune,1,this position i got at my new job is love god is good all the tune,16
63,Crazy how I got laid off just last week &amp; got a new job already,1,crazy how i got laid off just last week &amp; got a new job already,15
5049,Ive been at my new job for a week and I just broke a fucking table in half so Im sure Im getting fired.,1,ive been at my new job for a week and i just broke a fucking table in half so im sure im getting fired.,24
4874,Is anyone working somewhere that is hiring!? #pleaseletmeknow,0,is anyone working somewhere that is hiring!? #pleaseletmeknow,8
1685,Quit my job yesterday got a new one today,1,quit my job yesterday got a new one today,9
8402,I was in a really good mood this morn after a tumultuously emotional week so of course this evening I got the news I am being laid off.,0,i was in a really good mood this morn after a tumultuously emotional week so of course this evening i got the news i am being laid off.,28
5974,Hi Dorothysorry I missed your greeting this morningI was just hired yesterday for another temp job-start tomorrow https://t.co/zutSNPqclg,1,hi dorothysorry i missed your greeting this morningi was just hired yesterday for another temp job-start tomorrow https://t.co/zutsnpqclg,18
5771,Im recently unemployed yet headed to Mohegan this weekend and Saratoga next weekend. Is that irresponsible?#toughlife,0,im recently unemployed yet headed to mohegan this weekend and saratoga next weekend. is that irresponsible?#toughlife,16
6224,Microsoft posted a job you might be interested in. Dir Solution Sales PROD - Greater Chicago Area US via LinkedIn.,0,microsoft posted a job you might be interested in. dir solution sales prod - greater chicago area us via linkedin.,20
2013,First day at the new job and my emotions  are everywhere #still dont know if thats a good thing or a bad one but Im rolling with it,1,first day at the new job and my emotions  are everywhere #still dont know if thats a good thing or a bad one but im rolling with it,29
2942,Same day call interview and Hire! Thank You Jesus! I will officially have a teaching position this upcoming school year!,1,same day call interview and hire! thank you jesus! i will officially have a teaching position this upcoming school year!,20
4319,Not wrkin for no pussy ill stay unemployed,0,not wrkin for no pussy ill stay unemployed,8
5732,First day of being unemployed and it feels sooo bad. I needa be on the go,0,first day of being unemployed and it feels sooo bad. i needa be on the go,16
9378,Looking For Entry-Level Social Media Work? 5 Tips To Get Hired http://t.co/LICfNcWh9D,1,looking for entry-level social media work? 5 tips to get hired http://t.co/licfncwh9d,12
5087,I started at my new job without quitting my 1st job. Who wants to dig me out of this one?,1,i started at my new job without quitting my 1st job. who wants to dig me out of this one?,20
8880,Anybody wanna hire me? Just got laid off and need a job...,0,anybody wanna hire me? just got laid off and need a job...,12
748,Looking to make great #money and have 2 years experience then we might have a #position for you! #loda #jobs #hiring http://t.co/uhgd61aA3b,0,looking to make great #money and have 2 years experience then we might have a #position for you! #loda #jobs #hiring http://t.co/uhgd61aa3b,22
7142,this time yesterday I was asleep and unemployed,0,this time yesterday i was asleep and unemployed,8
4509,IBM posted a job you might be interested in. Intern-Recruitment - Gurgaon India IN via LinkedIn http://t.co/QdwHOGJMlN,0,ibm posted a job you might be interested in. intern-recruitment - gurgaon india in via linkedin http://t.co/qdwhogjmln,17
1564,This morning I got a call from Walmart thats my 4th job offer this week I had to tell them I was no longer... https://t.co/Y9qMRo1BM4,1,this morning i got a call from walmart thats my 4th job offer this week i had to tell them i was no longer... https://t.co/y9qmro1bm4,25
5036,I am late on my first day at my new job and Im prob gonna get fired already I suck,1,i am late on my first day at my new job and im prob gonna get fired already i suck,20
2576,Looking for a role that has a direct impact on your community? Check out #Fremonts firefighter/paramedic position https://t.co/VyB1VjIy35,0,looking for a role that has a direct impact on your community? check out #fremonts firefighter/paramedic position https://t.co/vyb1vjiy35,18
5508,Laid off? Tired of working for someone else? Let us help you find the right opportunity. https://t.co/gu6nGiFBAA,0,laid off? tired of working for someone else? let us help you find the right opportunity. https://t.co/gu6ngifbaa,17
6194,I love my new position at wrk but man... Ive nvr ended a shift wishing that I worked at least 3 more hrs just to finish up paperwork.,1,i love my new position at wrk but man... ive nvr ended a shift wishing that i worked at least 3 more hrs just to finish up paperwork.,28
5317,Well since Im unemployed now who wants to watch some daytime TV with me???????,0,well since im unemployed now who wants to watch some daytime tv with me???????,14
8972,Looking for a job? OSD’s open positions can be seen here: http://t.co/c1ix0kU8qk,0,looking for a job? osd’s open positions can be seen here: http://t.co/c1ix0ku8qk,12
2734,#Job #Houston (USA-TX-Houston) SMB Sales Representative II: An mid-level sales position targeting small-to-med... http://t.co/M5KeHPGHTI,0,#job #houston (usa-tx-houston) smb sales representative ii: an mid-level sales position targeting small-to-med... http://t.co/m5kehpghti,14
4963,Well I also applied for jobs so hopefully I get hired,0,well i also applied for jobs so hopefully i get hired,11
8985,My unemployment has been approved which is incredibly helpful while I try for some Day job positions… http://t.co/Sop5ft27FL,0,my unemployment has been approved which is incredibly helpful while i try for some day job positions… http://t.co/sop5ft27fl,18
7654,I got laid off after working with MB for 5 years...I got laid off at 23 years old?! Holy shit this is ridiculous,0,i got laid off after working with mb for 5 years...i got laid off at 23 years old?! holy shit this is ridiculous,23
8942,Laid Off? Start a - Work at Home Business in 24 Hours or Less-  http://t.co/ty7TAItcGj,1,laid off? start a - work at home business in 24 hours or less-  http://t.co/ty7taitcgj,16
6428,This blog post is about me getting laid off yesterday: Unemployed http://t.co/r3TkMKxp #employment #arts #nonprofits #veg #vegan,0,this blog post is about me getting laid off yesterday: unemployed http://t.co/r3tkmkxp #employment #arts #nonprofits #veg #vegan,17
728,That moment when the position you interned in as a college student is now up for grabs. Yes here is my application please and thank ya,0,that moment when the position you interned in as a college student is now up for grabs. yes here is my application please and thank ya,26
8447,I am job searching for: Work at home jobs! http://t.co/4tgcXWg6JK — Walker Inklebarger (@Walker_marocliv.... http://t.co/mY5DQRYH1f,0,i am job searching for: work at home jobs! http://t.co/4tgcxwg6jk — walker inklebarger (@walker_marocliv.... http://t.co/my5dqryh1f,15
104,I JUST GOT HIRED ON THE SPOT AND I ALREADY LOVE MY BOSS HES SO NICE OMG I LOVE STARBUCKS,1,i just got hired on the spot and i already love my boss hes so nice omg i love starbucks,20
114,lost my job today which sucks but a friend hired me right away to watch her twins starting tomorrow. So tomorrow is a beach day!,1,lost my job today which sucks but a friend hired me right away to watch her twins starting tomorrow. so tomorrow is a beach day!,25
7319,Boss told me to clean my desk out. 3rd time Ive been fired,0,boss told me to clean my desk out. 3rd time ive been fired,13
8,I WASNT FIRED I WAS LAID OFF BUT YOU WOULDNT KNOW THE DIFFERENCE,0,i wasnt fired i was laid off but you wouldnt know the difference,13
1436,Need to Make a Career Move?  Need a New Job?  Unemployed? @leezabyers Can Help: http://t.co/hwaFiCd9qZ,0,need to make a career move?  need a new job?  unemployed? @leezabyers can help: http://t.co/hwaficd9qz,17
9280,Positions we are looking for is  a DJ Graphic Designer and a Camera Person if your interested inbox me you will be compensated.,0,positions we are looking for is  a dj graphic designer and a camera person if your interested inbox me you will be compensated.,24
6737,A week ago I quit my job accepted another position &amp; started working out again #fitgirls #lifeisgood #finally,1,a week ago i quit my job accepted another position &amp; started working out again #fitgirls #lifeisgood #finally,18
2557,Looking for a summer job?  There are over 120 positions on the #WWU Student Employment Centers website. http://t.co/QAhs9xDyDf,0,looking for a summer job?  there are over 120 positions on the #wwu student employment centers website. http://t.co/qahs9xdydf,19
7832,Ive been at my new job for 2 weeks &amp; theyve texted almost every day asking me to cover a shift. I already hate this &amp; want to quit.,1,ive been at my new job for 2 weeks &amp; theyve texted almost every day asking me to cover a shift. i already hate this &amp; want to quit.,29
9402,This is my last full week of unemployment! Ill be so happy when I see my first grown up paycheck! #someonefinallyhiredme ☺,1,this is my last full week of unemployment! ill be so happy when i see my first grown up paycheck! #someonefinallyhiredme ☺,22
8808,Tired and hired. I now have 3 jobs.,1,tired and hired. i now have 3 jobs.,8
92,Got hired on the spot. God is so good to me,1,got hired on the spot. god is so good to me,11
3970,So I got hired I feel like a fucking boss YEaaaa!!! #winning,1,so i got hired i feel like a fucking boss yeaaaa!!! #winning,12
167,Got interviewed and hired and worked all in the same day. #EMPLOYED,1,got interviewed and hired and worked all in the same day. #employed,12
977,If youre a hard worker and interested in making real money as a delivery driver hmu and Ill get you hired,0,if youre a hard worker and interested in making real money as a delivery driver hmu and ill get you hired,21
8820,Just bought more equipment for trip and future work I got going on. Can’t wait to get a gimbal but my next buy with be this cage ! Already got hired to do someone music video ! I am hyped to start this new venture of my life! https://t.co/DAtn3DmPpm,1,just bought more equipment for trip and future work i got going on. can’t wait to get a gimbal but my next buy with be this cage ! already got hired to do someone music video ! i am hyped to start this new venture of my life! https://t.co/datn3dmppm,49
8264,Anyone know places that are hiring? Just got fired.,1,anyone know places that are hiring? just got fired.,9
2328,I was unemployed for 3 weeks. I couldve started a job sooner but I choose not to so now I have to train myself to go to bed before 5am lol,0,i was unemployed for 3 weeks. i couldve started a job sooner but i choose not to so now i have to train myself to go to bed before 5am lol,31
950,Job hunting with @Pshwazzy today step brothers style went well. Got hired on the spot and offered management positions. life,1,job hunting with @pshwazzy today step brothers style went well. got hired on the spot and offered management positions. life,20
3611,Im really unemployed right now lmao Ive had a job since I was 16 its weird.,0,im really unemployed right now lmao ive had a job since i was 16 its weird.,16
6158,Im off of work for the next 2 weeks until I start my new position.,1,im off of work for the next 2 weeks until i start my new position.,15
3572,I got the job!!!!! You can call me what you want but you cant call me unemployed!!!! Lol,1,i got the job!!!!! you can call me what you want but you cant call me unemployed!!!! lol,18
9281,If you are looking for an Accounting Specialist position or know someone that is here is an excellent opportunity: https://t.co/M1jLiULECz,0,if you are looking for an accounting specialist position or know someone that is here is an excellent opportunity: https://t.co/m1jliulecz,20
2329,I know that as much as the #jobhunt is going out and chasing the other part is waiting and boy is my mind hurting from waiting. #unemployed,0,i know that as much as the #jobhunt is going out and chasing the other part is waiting and boy is my mind hurting from waiting. #unemployed,27
294,Got hired right after I interviewed,1,got hired right after i interviewed,6
3969,Almost won in the works bingo for $50 and I got hired today lmao,1,almost won in the works bingo for $50 and i got hired today lmao,14
3061,Im bout to start back working out Yall. My new job has a gym,1,im bout to start back working out yall. my new job has a gym,14
2938,I had the shortest job ever. Got hired on Friday &amp; boss told me he changed his mind about offering the position when I came in 1st day. :O,1,i had the shortest job ever. got hired on friday &amp; boss told me he changed his mind about offering the position when i came in 1st day. :o,29
8851,I have a permit and I literally got hired at a job last week you are not in my life anymore you know nothing https://t.co/XWNJJXJZAr,1,i have a permit and i literally got hired at a job last week you are not in my life anymore you know nothing https://t.co/xwnjjxjzar,25
5362,Unemployed?? Start Now were now HIRING Full time positions available http://t.co/YPoc1t7fI2,0,unemployed?? start now were now hiring full time positions available http://t.co/ypoc1t7fi2,11
7980,When you are long term unemployed for whatever reason one day blends into another. Now how to turn that into an opportunity?,0,when you are long term unemployed for whatever reason one day blends into another. now how to turn that into an opportunity?,22
8858,I have been Hired by Exeter. #FootballManager,1,i have been hired by exeter. #footballmanager,7
8591,Unemployed or Looking For a Way to Make Extra Money? --&gt;&gt; http://t.co/2oeyhGBvca,0,unemployed or looking for a way to make extra money? --&gt;&gt; http://t.co/2oeyhgbvca,12
2541,Looking for a #Academic #Psychiatrist Position Available #jobs https://t.co/eZ2ERrcrEX https://t.co/pKuZmCStvm,0,looking for a #academic #psychiatrist position available #jobs https://t.co/ez2errcrex https://t.co/pkuzmcstvm,10
1392,Unemployed Under-Employed Unhappily Employed? Find #jobs &amp; career solutions on #LinkedIn in the Job &amp; Career... http://t.co/TKj3x6Gnoc,0,unemployed under-employed unhappily employed? find #jobs &amp; career solutions on #linkedin in the job &amp; career... http://t.co/tkj3x6gnoc,17
9397,All hired. Now I just gotta take my drug test,1,all hired. now i just gotta take my drug test,10
9365,Looking for a Contract Negotiator Job?  Email info@hiredbyfriday.com http://t.co/9Erin7S8VV,0,looking for a contract negotiator job?  email info@hiredbyfriday.com http://t.co/9erin7s8vv,10
4455,Well shit i needa find a new job anyone know any hiring???,0,well shit i needa find a new job anyone know any hiring???,12
7834,So I quit the mover job last week and today was my first day at the new job. Back working at a warehouse.Definitely gotta get use to 5am-1pm,1,so i quit the mover job last week and today was my first day at the new job. back working at a warehouse.definitely gotta get use to 5am-1pm,28
8633,UNEMPLOYED ? sell someone elses products http://t.co/4tQ8OWO0O2 http://t.co/0hdE2gVztr ways to beat economy info news links ideas,0,unemployed ? sell someone elses products http://t.co/4tq8owo0o2 http://t.co/0hde2gvztr ways to beat economy info news links ideas,16
2703,#Intel: #Multiple #Positions For Wounded Ill or Injured Veterans in New Mexico and Oregon in #Hillsboro #job http://t.co/rr9v5vG1fu,0,#intel: #multiple #positions for wounded ill or injured veterans in new mexico and oregon in #hillsboro #job http://t.co/rr9v5vg1fu,18
4258,I am applying for every fellowship I can find in 2018. I am so fired up to learn and share knowledge! My brain is ready to expand.,0,i am applying for every fellowship i can find in 2018. i am so fired up to learn and share knowledge! my brain is ready to expand.,27
4108,Well I was gonna go job hunting in CC tomorrow but ended up getting hired like 5 minutes ago,1,well i was gonna go job hunting in cc tomorrow but ended up getting hired like 5 minutes ago,19
3549,I had the worst job interview today. I feel bad for whomever takes that position. yikes.,0,i had the worst job interview today. i feel bad for whomever takes that position. yikes.,16
8518,Got promoted at my day job and got a new night job today also signed the lease to a new apartment! Wow its been a crazy day!,1,got promoted at my day job and got a new night job today also signed the lease to a new apartment! wow its been a crazy day!,27
1400,Unemployed Under-Employed Unhappily Employed? Find #jobs &amp; career solutions on #LinkedIn in the Job &amp; Career... http://t.co/Gs7XVm0VAU,0,unemployed under-employed unhappily employed? find #jobs &amp; career solutions on #linkedin in the job &amp; career... http://t.co/gs7xvm0vau,17
5852,Bloomberg is hiring a Software Developer C/C++ - Equity Products Job http://t.co/wRTnFZfP4e #job http://t.co/jKGAuxsYFt,0,bloomberg is hiring a software developer c/c++ - equity products job http://t.co/wrtnfzfp4e #job http://t.co/jkgauxsyft,14
8284,Got hired at my new job AND got free tickets to tomorrows Mexico vs. Nigeria game? Sounds like a great day to me ,1,got hired at my new job and got free tickets to tomorrows mexico vs. nigeria game? sounds like a great day to me ,24
107,So I got hired @ this financial service place &amp; I already quit today.,1,so i got hired @ this financial service place &amp; i already quit today.,14
