,id,pos_model,neg_model,text,pos,neg
28,389,0.9884316921234131,0.011568340472877026,I Am Seeking A Virtual Strategic Sourcing and / or Recruiting position (for me).  I am successful working in...: http://t.co/BqNhZvNj6C,0,1
29,3933,0.06045665219426155,0.9395434260368347,Got hired today to work as quality control at a lab. 12 hr shift for 4 days. Lord help me lol.,0,1
30,3956,0.9862854480743408,0.013714544475078583,I got HIRED  today!!! WooT WooT!  Bed Bath And Beyond! I love this store too!,0,1
31,5213,0.4215036630630493,0.5784963369369507,Being #unemployed and looking for a new #job takes a surprising amount of time and effort. Sorry #youtubechannel I got some things to do.,0,1
32,256,0.9838940501213074,0.01610592007637024,Where at in beachwood? I just got hired out there too. @LoveMee_Lyn,0,1
33,2588,0.9830889105796814,0.01691109873354435,Cowboys rumored to be looking for an offensive coordinator on the same day Norv is fired. Coincidence?,0,1
34,1625,0.9932060241699219,0.006794039625674486,Looking for a great new #FOH #Job?@AquitaineCH is #hiring SERVERS and BUSSERS: https://t.co/AUCu2MGfk5 #bostonjobs,0,1
35,3750,0.96599280834198,0.034007154405117035,Morning is the time when everyone is jealous of unemployed.,0,1
36,2584,0.9697437286376953,0.030256250873208046,Walmart worker fired for kicking out gay couple: A Walmart janitor is looking for a new job after he was fir... http://t.co/9lsDhexBQl,0,1
37,1775,0.9887089133262634,0.011291119270026684,I am currently babysitting a 28 year old... Dont ask me how i do it,0,1
38,3347,0.18946073949337006,0.8105392456054688,Left?  Or were fired? https://t.co/WUOjtV1IE8,0,1
39,3645,0.992660641670227,0.007339334115386009,Looking for an accounting internship?  Apply on Colonial Trak for the McConway &amp; Torley LLC Accouting Internship Position.  Job ID 44616https://t.co/HOBoCgn9kW https://t.co/eiRzlUzs6u,0,1
40,3390,0.9681647419929504,0.03183524310588837,NBC has fired Billy Bush.RNC has... not fired Donald Trump.,0,1
41,3793,0.9926169514656067,0.0073829772882163525,#Accountant #2 needed in #NewHaven at Yale University. Apply now! #jobs http://t.co/Y6oc5vqa0d http://t.co/8InrvgJVpo,0,1
42,3588,0.9643927216529846,0.03560730442404747,I cant wait to start workin at my new job.,0,1
43,1699,0.008565437979996204,0.9914345741271973,Sucks being laid off. Least I get unemployment,0,1
44,3699,0.9850630760192871,0.014936872757971287,With vine dead every vine famous person needs to go to the unemployment line now.,0,1
45,3565,0.9588156342506409,0.04118431732058525,Shift is almost over also I have the chance of possibly getting a new shift hmm wondering should I do it or not. Im think no my boss sucks,0,1
46,5283,0.9909646511077881,0.009035324677824974,I recently started using @ginacipollas Spotify. I apologize 2 her Facebook friends 4 the outburst of 1D &amp; Nick Jonas. I take responsibility,0,1
47,1857,0.9856851100921631,0.014314917847514153,@NurseEyeRoll @courtneybro0ke Novant is taking over-I mean partnering with my facility. Chances that top-heavy leadership get laid off?,0,1
48,3198,0.9907813668251038,0.009218624792993069,Can Prospective Employers Find Out My Last Employer Fired Me? via @forbes https://t.co/VOyvg8hvwF #humanworkplace,0,1
49,469,0.9929814338684082,0.007018571719527245,#SMetiquette. Dont give credit for other tweets when you RT? How does your organization show up in SM equitably....? #WorkplaceForum,0,1
50,3855,0.9365352392196655,0.06346477568149567,Lost #Job . Evicted. Worst of all just hired as a #college educated cashier. #MyHolidayConfession 🎄 #MakeMeHappyIn3Words #donate for #fundraising 👉https://t.co/WvHLsOesTp👈 #saturdaymorning #Shame #AHSCult #art imitates #life #Homeless for #Christmas https://t.co/emk93WZhCj,0,1
51,4429,0.9886520504951477,0.011347898282110691,@OpieRadio &amp; @AnthonyCumia where mentioned on the Dan Patrick show today. In reference to the Atlanta radio hosts getting fired.,0,1
52,1495,0.9524142742156982,0.047585710883140564,My co-worker lost a son today.  Just another stat.  So so sad.  The mental health system &amp; gun access laws are broken.  #Congress,0,1
53,3943,0.01148858480155468,0.9885114431381226,I got hired at a job yesterday but Im quitting today because a better job came along does that look bad?,0,1
54,2494,0.4969669282436371,0.5030330419540405,Haha. Some fucking idiot English faculty member who never should have been in an admin position fucked up paperwork before I got here.,0,1
55,785,0.9855445027351379,0.014455493539571762,I am currently employed &amp; still searching for a payroll specialist position in the Kansas City MO or KS area. Anybody plz forward any leads,0,1
56,666,0.6684173345565796,0.3315827250480652,You Might Be a Sad Sack If You get fired from your job at McDonalds. yep,0,1
57,2014,0.1488925963640213,0.8511073589324951,Im getting fired because the people you hired 6 months after me want to work full time? Ive been asking for 9 months go fuck yourself.,0,1
58,3215,0.08015446364879608,0.9198455810546875,I am firing my personal assistant. He never does anything I tell him... #sorryPeanut #Dogassistant #fired,0,1
59,3497,0.9112567901611328,0.08874323964118958,I keep on forgetting to put direct deposit now I need to go to my job to get my pay check,0,1
60,2028,0.9928950667381287,0.007104991003870964,Looking for a #NewJob? #CareerCast has all your #Job and #Career needs at your fingertips. https://t.co/TP0fqqrlDk #CareerAdvice #GetHired,0,1
61,4373,0.9904532432556152,0.00954671110957861,#ShotsFired RT@ddockett Patrick peterson follows the #1 receiver..... But just pay me no mind Im gonna go lay down and rest my knee. Ttyl,0,1
62,2541,0.9919196367263794,0.008080393075942993,Looking to make a difference? Make a difference with us! Home Health and Hospice positions available https://t.co/BtEq4LnLHw https://t.co/Yn5E57M2Eq,0,1
63,4562,0.9898111820220947,0.010188817046582699,Why dont people want to hire in the middle of the summer??? Broke life aint fun,0,1
64,2441,0.9883283972740173,0.011671642772853374,We hired a Alabama graduate and player?? 😳 #huskers,0,1
65,1651,0.9849093556404114,0.015090581960976124,I try to get a job find a girl that work there quit and have her take care of me but it reverses CTFU,0,1
66,631,0.9913957715034485,0.008604233153164387,Should use of marijuana prevent a person from being hired? Story and quiz: http://t.co/O8v12nufWh,0,1
67,866,0.9928431510925293,0.0071568563580513,Job Hunting? 160+ Openings at Meetup N.Y. Philharmonic and More #Tech: Unemployed underemployed or somewher... http://t.co/OMxfzVWZ06,0,1
68,2994,0.979670524597168,0.020329436287283897,My girlfriend recently started working nights. Ive been waking up to a lot of worrying texts. https://t.co/fxQiRpawF7,0,1
69,4971,0.1400851160287857,0.8599148988723755,Earlier I was told I need a raise and Ive only been here for 2 weeks. #HardWorker,0,1
70,5402,0.5296067595481873,0.47039327025413513,Of course when I tell my old job about my new job they offer me a full time position. Where was that about 3 weeks ago?,0,1
71,3546,0.9854407906532288,0.014559216797351837,Recently started using snapchat. I have no idea what this is.,0,1
72,1503,0.16431252658367157,0.835687518119812,one of my coworkers straight up passed out and fell on me today i hate my life,0,1
73,390,0.9932438731193542,0.006756147835403681,I am Looking for work in fixing #computers or #security #jobs.https://t.co/yIniDqgefP #resumes https://t.co/AfjLPoEMsC,0,1
74,5046,0.974075198173523,0.0259247999638319,Have you been laid off? See if you’re eligible for U.S. Department of Labor-funded training programs. https://t.co/GmgCpk3lgM,0,1
75,3139,0.07581833004951477,0.9241816997528076,Have you been laid off?  Are you looking for a new opportunity?  Come talk to me and let me help you.,0,1
76,613,0.9836245775222778,0.016375483945012093,Hiring: I thought I had hired someone to do a job. He claims nothing has arrived. How do I sort out this mess? V... http://t.co/15ZoJXk1,0,1
77,2908,0.9221071600914001,0.07789279520511627,I dont count me losing my job as a lose... Just lets me know God got somethin for me on the way. I jz need to be positioned,0,1
78,826,0.9908351898193359,0.009164780378341675,.@BillGates  I grabbed and killed a mosquito can I have a job? http://t.co/NDVgqCfWNu,0,1
79,242,0.008466673083603382,0.9915333390235901,Went to unemployment today! They all knew me! really They are all listeners! hey guys thanks for your help!,0,1
80,3325,0.22488905489444733,0.7751109600067139,Hired or Fired :) https://t.co/H9xZDjqJmt,0,1
81,5214,0.8087016344070435,0.19129833579063416,Its the middle of the night and I started a Twitter. #unemployedprobs,0,1
82,3284,0.9892392158508301,0.010760816745460033,The Police Officer from Athens-Clarke County who was fired over the weekend for supposedly striking a fleeing felon with his patrol car was hired by another agency Monday. I will have his attorney on THE MIKE BROOKS SHOW 12-3PM TODAY on @TheTalk1067,0,1
83,5361,0.9785006642341614,0.021499305963516235,Bloomberg editor quits over China: A senior Bloomberg News journalist quit his role earlier this month saying... http://t.co/u7tdk1tMqj,0,1
84,4556,0.9910481572151184,0.008951819501817226,Anyone know of any places that are hiring right now??,0,1
85,4495,0.02286810427904129,0.9771319031715393,I got out of my car to get gas and lost my keys by the time I got back in... I quit at life today. Hahah,0,1
86,1028,0.3903672695159912,0.609632670879364,ok so i got hired for 2 jobs now. one bakery another a coffee shop the fam says do both. I gotta go into one today at 2,0,1
87,2984,0.10950490087270737,0.8904950618743896,Well the new job barely has work for me too at least Im still getting paid.,0,1
88,4968,0.006044808309525251,0.9939551949501038,I went into work 3 hrs late the other day please dont fire me,0,1
89,5393,0.5566397905349731,0.44336026906967163,My job lost my personal information. I am so fucking angry. When I got mad at them they had the balls to get mad at ME,0,1
90,709,0.47221726179122925,0.5277827382087708,I called in late to work because I needed a moment now I am going to wear jeans.  Am I trying to get fired?  I love my Office Space life!,0,1
91,1476,0.07941418886184692,0.9205858111381531,my dog brutally murdered a cat today &amp; I tried to save it but it died slow &amp; painfully I almost called into work bc I was crying so much😿,0,1
92,1687,0.007806196343153715,0.9921938180923462,One of my co-worker quit today n they already lookin for replacements,0,1
93,489,0.0053194258362054825,0.9946805834770203,Because I resigned from my previous job and then got fired from my next job(through no fault of my own) I got DENIED unemployment! WOW!,0,1
94,5437,0.12773771584033966,0.8722623586654663,Yesterday a counselor threw a bucket of water at me after I told him not to and then I cried and this morning he got fired so yay,0,1
95,1242,0.9923920035362244,0.007608043495565653,A work-from-home opportunity that lets you go places. #WorkFromHome #smallbusiness #entrepreneurs #Canada http://t.co/Kvj3RG6NLz,0,1
96,2579,0.978801965713501,0.021197974681854248,Quit or Your Fired! What to do? Let Them Fire You! https://t.co/nJ6OB9wPuS #emplaw #employeestrategies #unemployment #workstrategies,0,1
97,3488,0.14339202642440796,0.8566080331802368,Am I an unemployed journalist because when applying for jobs I think its funny to misspell fact check &amp; copy edit,0,1
98,2631,0.9920037388801575,0.00799623318016529,Has attacking George W. Bush backfired big time for Donald Trump? https://t.co/eRF97YEoyv,0,1
99,4107,0.9668422937393188,0.03315773233771324,I hired a writing coach who requested we use email and video so I fired him and am currently searching for another.,0,1
100,3620,0.9930676221847534,0.006932332646101713,Looking for a freelance position? - Check out #jobsboard with 50822+ jobs includings freelance work - http://t.co/bUfvdLRs9v,0,1
101,1385,0.98186856508255,0.01813145913183689,Unemployed? Underemployed? Looking for a new opportunity in Huron? http://t.co/EAH8A6gwDG,0,1
102,1014,0.9924013614654541,0.0075986748561263084,This #job might be a great fit for you: Equipment Operator(Construction) - https://t.co/65g7XQ0QEF #NowHiring #GetHired #Manufacturing #Strasburg OH #Hiring https://t.co/M8GxzQkjbj,0,1
103,1261,0.9874316453933716,0.012568380683660507,See How Allah Works. I Might A Part Time Job Opportunity.,0,1
104,1729,0.02685093879699707,0.9731490612030029,@SpeakerBoehner Ive had 4 back surgeries no disability both my wife and I are laid off. No unemployment! Need emergency EDD. Please help!,0,1
105,4185,0.9899448752403259,0.01005509216338396, I put my heart and my soul into my work and have lost my mind in the process -Van Gogh… https://t.co/F2CgTdZGW0,0,1
106,83,0.9517021179199219,0.048297908157110214,My best friend got hired to her 1st job today woot woot !,0,1
107,4756,0.9751374125480652,0.024862611666321754,Not everyday a recently fired employee sends out a creepy company wide email. Needless to say I worked from home this afternoon. #scary 😳,0,1
108,4900,0.02709093689918518,0.9729090929031372,3 yrs ago I was an unemployed student hating the rain in WA &amp; now I am over employed enjoying my lunch in a suit on a beach in January.,0,1
109,4181,0.9891924262046814,0.010807563550770283,RT @JustinWolfers: There are still 1.7 unemployed workers for each job opening. http://t.co/TAMhhW2WBL,0,1
110,3100,0.009753109887242317,0.9902468919754028,Needless to say I am nailing it currently and wouldnt have been able to do that without getting laid off so THANKS old employer!,0,1
111,3326,0.13826288282871246,0.8617371916770935,Anyone fired/ laid off and they want 2 get back in control of their finances? go to http://t.co/kWPW8XgPrj &amp; then DM me W/ contact info!,0,1
112,2555,0.9923325777053833,0.007667419500648975,Looking for a new position in a fun industry?  Palmetto Boat Center is accepting applications for a Parts... https://t.co/c4FllFg1eE,0,1
113,1069,0.9865792393684387,0.013420764356851578,good job self also am i the only person working today? whatever,0,1
114,1036,0.9749007821083069,0.025099201127886772,My supervisor just talked to me about my performance at work. He is very happy that our boss hired me and he wants me to go full time. :D,0,1
115,4870,0.8595850467681885,0.14041495323181152,Why is my family always asking me for money ? Like stop none of yall did shit for me when I was unemployed,0,1
116,2179,0.014893772080540657,0.9851062297821045,I guess technically I am unemployed for the next three days. So if you see me this weekend please buy me a drink.,0,1
117,1901,0.9819778800010681,0.01802210696041584,Reports: If shutdown lingers up to 20000 state workers could be laid off official says  @crainsdetroit http://t.co/EpfBCgyIbO,0,1
118,632,0.9813244938850403,0.018675539642572403,A) 4 pages? How many years out of college? B) what’s a fax?  RT @melsanie: Today someone faxed in a 4 page resume. HIRED.,0,1
119,1593,0.9925557971000671,0.007444221060723066,Looking for a job? Instructor - Adjunct - Energy Efficiency at Education Corporation of America (... http://t.co/GICorAoj0U #green #jobs,0,1
120,2939,0.9756265878677368,0.024373456835746765,Great news today!!!.....I get to fill a higher position at my job,0,1
121,4152,0.11941058188676834,0.880589485168457,@AdamtheBullFAN I knew I could count on you brother. Farmer rightly should be on the hot seat if not unemployed soon.,0,1
122,2168,0.9924266338348389,0.007573398295789957,Searching for #work in Cleveland OH? Send your #resume to Colliers International. http://t.co/kQyGqqjYfq #gethired,0,1
123,933,0.9858397245407104,0.01416026521474123,NOW HIRING!! For All Positions! Come pick up your application TODAY,0,1
124,5527,0.030971534550189972,0.9690284729003906,Recently laid off? 5 key things to remember http://t.co/Alv605dwq3  #jobtips #jobless #laidoff,0,1
125,5190,0.22449396550655365,0.7755060195922852,Quote of the day from yesterday: everyday is a party when youre unemployed.,0,1
126,4378,0.9837915897369385,0.016208428889513016,#whitegirlsdoitbetter really backfired. Good job twitter,0,1
127,1943,0.9795843362808228,0.02041560783982277,At my new job some guy had a dog in his office &amp; I asked my boss about it &amp; he casually told me they sometimes just BRING DOGS TO WORK!!!,0,1
128,940,0.9732114672660828,0.026788504794239998,Today I was offered a part time assistant management position at work for another store...,0,1
129,1533,0.010771399363875389,0.9892286062240601,Im not fired btw but I have a job interview next week becauSe this guy is FUCKING crazy lmao,0,1
130,1643,0.05889374017715454,0.9411062598228455,The Mexican named Jesus quit today so now I have to find new help to take his place. Do you have any idea how hard it is to replace Jesus?,0,1
131,3339,0.12115614861249924,0.8788439035415649,Hasnt anyone been fired or cut yet? #Vikings,0,1
132,239,0.975361704826355,0.02463836409151554,today my manager (who is 19) gave me (18) some tequila while we were working because I had never had any this job is bullshit Im so???,0,1
133,2929,0.9322975277900696,0.06770242750644684,Today I realized how stressful my moms job really is I was moved up to her position this week &amp; it is the most frustrating job.,0,1
134,2263,0.9923064112663269,0.007693611551076174,Looking for a job? Energy Engineer/Resource Efficiency Manager(13005062) at Northrop Grumman (AK) http://t.co/0fdWzVCWvf #green #jobs,0,1
135,1306,0.9931312203407288,0.0068687619641423225,If you are thinking of #quitting here are 5 #nursing jobs at home you can try. https://t.co/DAFHLwiOSM #athomenurse https://t.co/PVhr7iwjSP,0,1
136,1356,0.9897570610046387,0.010242964141070843,Heres a chart to help writers. It is quite helpful in leading you towards a better way to express something.,0,1
137,4147,0.9919994473457336,0.008000632748007774,#AlaskaJobs #Alaska #jobs #unemployed Laborer - Halliburton - Prudhoe Bay AK #jobposting http://t.co/Dcv7Trctqw,0,1
138,1653,0.983826220035553,0.016173800453543663,I am quitting twitter.,0,1
139,2819,0.9918161034584045,0.008183945901691914,Looking for a new career where you can use your people skills while working in a team environment w/ opportunities for rapid advancement???,0,1
140,4579,0.9389431476593018,0.06105688959360123,Can someone please explain to me why a prospective client would tell me he was unemployed? Sorry but why is that my problem?,0,1
141,602,0.9756086468696594,0.024391401559114456,me: are you hiring? employer: yesme: **submits resume**........me: *calls back a couple of days later*employer: sorry we just hired some new people ..BITCH WTF,0,1
142,852,0.03835868090391159,0.9616413116455078,@donaldjr    Hes outta here.    #unemployed,0,1
143,3678,0.9733394384384155,0.026660585775971413,I would be happy to give an extension on unemployment if Obama would step down and collect  from it,0,1
144,2774,0.057400692254304886,0.9425992965698242,Got paid today got my permit got my Ipod case ordered some cleats..didnt go to work but was still productive,0,1
145,4519,0.07516039162874222,0.9248396158218384,So as I sit at work I come to the realization.. When its this nice out I could totally justify being unemployed,0,1
146,2253,0.9920541048049927,0.007945921272039413,Looking to make a career change or find a new job? @HireOurHeroes is holding dozens of hiring fairs nationally http://t.co/Ahw31eOdQ8,0,1
147,706,0.8492010831832886,0.15079893171787262,Idk maybe its just me but I would hate ppl tweeting me constantly about a job I was fired from. Especially when Im not currently working.,0,1
148,4214,0.9931668639183044,0.006833203602582216,https://t.co/EFA2GoapGv #JobSeek.us #Jobs #JobsIN This is an excellent opportunity for driven individuals with 1+ years experience in Private Equity Big Four Transaction Services or Investment Banking that are interested in working in a client... https://t.co/ZTGxst1KoC,0,1
149,1067,0.98822021484375,0.01177978515625,Hey guys so I just recently started rooming with a good friend of mine and I am currently in between jobs... https://t.co/XML4ZHEoJ4,0,1
150,217,0.011219278909265995,0.9887807369232178,Lost my dad suddenly at 59 few years ago. I worked 2 days later. Bradshaws dad died at 86 and he cant work biggest day of year. Unreal.,0,1
151,2847,0.9051826000213623,0.0948173925280571,My mom is seriously arguing with me about my bra size... SCUZE ME WHERE DO I WORK? AND HOWS BEING UNEMPLOYED FOR 6 YEARS NOW? bye girly,0,1
152,315,0.015574265271425247,0.9844257831573486,and now for years now probably 15 years or less i lost the most important man my best friend my brother michael and its his b-day today ..,0,1
153,941,0.9388582110404968,0.061141759157180786,right so today I went to apply for a cashier position at this restaurant and it was hella fancy and I had no,0,1
154,1098,0.9928427934646606,0.007157181855291128,Looking for a #remote position? We are seeking a #Category Manager for an #IT division #jobs #categorymanagement http://t.co/d3ahhLkGfZ,0,1
155,5030,0.9212278723716736,0.07877211272716522,Laid off? Tired of working for someone else? Let us help you find the right opportunity. https://t.co/gu6nGiFBAA,0,1
156,3312,0.010308139957487583,0.9896917939186096,Well the guy that quit and then we rehired just walked out. What a piece of shit!,0,1
157,2495,0.9859763383865356,0.014023596420884132,When asked about the Eagles RBs Carroll said you are going to see some shakin and bakin this week.  Praise for position group.,0,1
158,3439,0.3502419590950012,0.6497580409049988,I was told a month ago id have a new position and a raise. So far ive only done it for not even 2 weeks and have had a decrease in pay,0,1
159,2186,0.021836820989847183,0.9781631827354431,1st week I didnt get a video up but theres1 coming! Heres a link share subscribe! https://t.co/rNxBOl6s6P #YouTube #unemployed #jobhunt,0,1
160,5082,0.9379402995109558,0.06205969303846359,I am suddenly feeling quite ill aka sleep pills why the fuck arent you working do I need to fake sick because sleep deprived ?,0,1
161,1337,0.9931482672691345,0.006851764861494303,Interested in a #job in #Mesquite TX? This could be a great fit: https://t.co/yF8nC10Bbg #Retail #Hiring #CareerArc,0,1
162,3969,0.6921899318695068,0.30781006813049316,i got hired at that cleaning company but now my boss is in jail????,0,1
163,5097,0.9914717078208923,0.008528348989784718,Does your company/school need a trainer? I am currently looking for a training position in the greater Philadelphia area. Im quite decent,0,1
164,4616,0.017130659893155098,0.9828693270683289,Great not only am I back to unemployed but I have no shorts left my dog decided to eat them all.  Jeans in summer yay!,0,1
165,2880,0.9428098201751709,0.05719020590186119,I got offered a full time position at work today &amp; I also forgot to clock in at work today. So thats how my days going.,0,1
166,624,0.9913699626922607,0.008630041964352131,Has anyone ever been #hired concurrently with their new #boss?  Who comes first in the #hiring #process?,0,1
167,4747,0.8953628540039062,0.10463714599609375,Still this is a first out of the 3 years working there where Im at risk of getting fired.,0,1
168,5315,0.9893039464950562,0.010696043260395527,this week on dehumanizing black people: darren wilson testified that mike brown looked like a demon after he was shot. GEE I WONDER WHY,0,1
169,552,0.9606340527534485,0.03936595469713211,my boyfriend talks in his sleep he just asked me if I had finished the batmobile. He was also apparently fired by Mrs Batman recently.,0,1
170,4216,0.9498978853225708,0.05010215938091278,Currently out of cigarettes. Soon comes the decision to quit smoking which is subject to change when I wake up for work tomorrow,0,1
171,1638,0.9918609261512756,0.008139139041304588,Are you seriously searching for a business opportunity so that you can quit your job and live life on your terms?... http://t.co/8as6A3QcNq,0,1
172,3825,0.865817129611969,0.1341828554868698,As someone who was laid off from Sony this year I feel for the Twitter employees. Talented people will lead to great opportunities though.,0,1
173,2977,0.9821686148643494,0.01783139258623123,My dumb ass manager has me working everyday next week?????,0,1
174,2085,0.9923166036605835,0.007683414500206709,Looking for new challenges? On @Hired_HQ the best #rails #python #javascript companies compete for you. http://t.co/X0oGVy8IZR,0,1
175,3585,0.9540807604789734,0.045919306576251984,My new boss informed me to smoke blunts&amp;take shots on break. In the next hr Ill be stripping my clothes off&amp;peeing somewhere unorthodox.,0,1
