rank,tweet_id,text,score,point,class,Calibrated score,log_score
56239,2.5682202380691e+17,Finally finish in my room!,0.960142314434052,10,0,0.0010124849879986834,-0.0176643900930999
56240,8.4787981466914e+17,Got paid yesterday I have $50 to my name till my Nxt paycheck 🙄🙄🙄,0.960142314434052,10,0,0.0010124849879986834,-0.0176643900930999
56241,1.15152183320582e+18,Finally found wifi at the mf beach,0.960141897201538,10,0,0.0010122472905606853,-0.0176645788170163
56242,6.87729542715195e+17,Starting out the day right. #kasasaacapella #kasasalove #theyrockedit https://t.co/nun110m9Io,0.960141539573669,10,0,0.0010120435961705491,-0.0176647405804384
56243,8.00766674886607e+17,Monday let's start another work week  God bless all,0.960141539573669,10,0,0.0010120435961705491,-0.0176647405804384
56244,1.2146898700415e+18,I finally got outside and did 30 minutes of cardio 🙌🏼,0.960141539573669,10,0,0.0010120435961705491,-0.0176647405804384
100001,7.35137923293553e+17,I have 3 new goals. I reached all my old 1s,0.948167562484741,11,0,2.483789139700478e-06,-0.0231149062991246
100002,4.80114092691046e+17,Just got this workout done and now it's time for the freakin weekend to begin! 💪💪💪 http://t.co/z8Emy7eMy6,0.948167204856873,11,0,2.4833819501836043e-06,-0.0231150701054444
100003,5.54148164127982e+17,Got the cousins over 😄 http://t.co/LUNmO6txn0,0.948167026042938,11,0,2.483178381026161e-06,-0.0231151520086279
100004,7.60325293223645e+17,I FOUND THE OLD EPISODES OF HANNAH MONTANA!!! HAJAPSOSJDBD!!!!,0.948167026042938,11,0,2.483178381026161e-06,-0.0231151520086279
100005,4.14593197889696e+17,Got 4th tonight in the rc race! Cant complain. It was a real funn day!,0.948166787624359,11,0,2.4829069820311137e-06,-0.0231152612128962
100006,2.97126808221e+17,Got in a nice run after work this afternoon.  Now I'm ready to round up something for dinner.,0.948165714740753,11,0,2.4816860619146423e-06,-0.0231157526324434
100007,3.02908693584957e+17,Just got off work and it's snowing ...😒,0.948165535926819,11,0,2.481482634931362e-06,-0.0231158345357551
100008,3.82985622874776e+17,Got a date Friday with @Si_Michelle 😊😘,0.948164641857147,11,0,2.480465755791948e-06,-0.0231162440525466
100009,1.160914291069e+18,A little chuckle to start your Monday! https://t.co/c4zOT1mjRk,0.948164641857147,11,0,2.480465755791948e-06,-0.0231162440525466
100010,6.33980074874794e+17,Up blessed and thankful! 🚜 flow at work today! Last day 3 days off love this shift!,0.948164343833923,11,0,2.4801268907911217e-06,-0.0231163805582295
158490,3.13829999297851e+17,I had one hella fun weekend! 😉,0.906894385814667,12,0,6.95113744967631e-14,-0.0424432866208327
158491,5.64675515986874e+17,Actually excited for this new workout tomorrow. 💪,0.906894087791443,12,0,6.950292136671668e-14,-0.0424434293385129
158492,4.36289337928319e+17,I get payed tomorrow 💸,0.906892716884613,12,0,6.946405022697546e-14,-0.0424440858404457
158493,3.58765941519172e+17,bout to start this damn night,0.90688568353653,12,0,6.926496651099951e-14,-0.0424474539964024
158494,3.44301110900716e+17,I unlocked 5 Xbox achievements in Aegis Wing! http://t.co/s6BhpjYQG7,0.906885147094727,12,0,6.924980563491634e-14,-0.0424477108907255
158495,1.06388446582142e+18,Starting this weekend. https://t.co/pMxs6loepJ,0.906884372234344,12,0,6.92279124588944e-14,-0.042448081960572
158496,4.89954664046416e+17,"It's pay day to my last day,",0.906880855560303,12,0,6.912863821118012e-14,-0.042449766050781
158497,3.11516969490842e+17,Going to my first hockey game tonight. Supes excite!,0.906879603862762,12,0,6.909333772555379e-14,-0.042450365474296
158498,9.3915882324745e+17,// sorry for not being here much. I started a medication and it had made me really sick. I start a different one today. Hopefully it won't fuck me up like the last one did.,0.906876266002655,12,0,6.899929133434691e-14,-0.0424519639410466
158499,5.22161951380484e+17,Got halloween weekend offf 😈😈😈😤😤😤💪💪💪,0.906875729560852,12,0,6.898418869832414e-14,-0.0424522208380374
251189,1.1640022510332e+18,"I found out what I wanna do with my life...

Professional Ice Cream Eater 😂👌

🍨 🍦 🍨 🍦🍨🍦🍨🍦🍨🍦🍨",0.663565635681152,13,0,5.363514676072124e-56,-0.178116113034185
251190,4.07301630724284e+17,Tmrw is my last day at football 😭😭 now #bball starts,0.663559436798096,13,0,5.350374730369019e-56,-0.1781201701359021
251191,4.03256000326955e+17,"Off work, no work Til 1pm tomorrow. Time to write some...damn hw",0.663549542427063,13,0,5.329468022995355e-56,-0.1781266459729417
251192,1.66731983358132e+17,"After baseball practice, I went to my Hollister photo shoot(: I opened my First fan letter today(; Thanks Jacob and Ashley from NYC(:",0.663537979125977,13,0,5.305138388331345e-56,-0.1781342142422123
251193,1.01284645757622e+18,@ThoughtCatalog just got my first article published 😆 https://t.co/gvVhCrWePk,0.663533985614777,13,0,5.2967617150947555e-56,-0.17813682805657
251194,8.0260632748263e+17,Back from good ol KC and what a thanksgiving! Time to work. Can't decide which one should get my… https://t.co/B7IqxArV6m,0.663531422615051,13,0,5.291392611064841e-56,-0.1781385055875059
251195,2.98988159201579e+17,First night off in like a month,0.663528740406036,13,0,5.285779609374422e-56,-0.1781402611500749
251196,1.11575874740046e+18,Woooo! I officially paid my loans off!,0.663513660430908,13,0,5.2543327302609545e-56,-0.178150131445073
251197,2.04103433836442e+17,"Today must be my lucky day, I found Clarins ... http://t.co/qnW4rtLa",0.663512110710144,13,0,5.2511116555455e-56,-0.1781511457964005
251198,2.72141059625214e+17,I am the boss at Temple Run.,0.663508951663971,13,0,5.244551732703356e-56,-0.1781532135199053
398108,1.18712485701776e+18,getting that tomorrow . 30in👀👀👀 https://t.co/HHCtCXckKe,0.280605137348175,14,0,9.328583294906129e-122,-0.551904382126119
398109,2.87067607486562e+17,I'm so excited to sleep in my own bed tonight! 😴,0.280600756406784,14,0,9.312442487111416e-122,-0.5519111625918727
398110,9.13863351511462e+17,...and I’m just getting started. https://t.co/P8cLqSeDeo,0.28059783577919,14,0,9.301697466952675e-122,-0.5519156829611874
398111,3.40235512986079e+17,Off Work Tomorrow!!! #hellyeah,0.280596733093262,14,0,9.2976438984707e-122,-0.5519173896434697
398112,6.49242571458265e+17,Hopefully getting my tattoo tomorrow 😍,0.280592232942581,14,0,9.281119263943899e-122,-0.551924354821785
398113,5.47293736573874e+17,"\""@Hugoreloaded: @BibleReloaded Jake, I finally found the Sports Balls http://t.co/jhToV2OrAe True friends find the sports balls together."" ",0.280591160058975,14,0,9.277183953556587e-122,-0.5519260154105895
398114,3.26001716602479e+17,At the outlets. Got some new Nike gear,0.280587702989578,14,0,9.264514856157078e-122,-0.5519313662399294
398115,6.40303670849106e+17,I won a minion at one of the games at the fair #goshenfair https://t.co/azbNl0BllR,0.28058585524559,14,0,9.257750538350808e-122,-0.551934226192991
398116,2.47371620304433e+17,Siick! I got paid $136.11 so far from like surveys! Can't wait for more! LOOK &gt; http://t.co/tI55Kstw,0.280582040548325,14,0,9.243801114500624e-122,-0.5519401306717924
398117,2.99572775474061e+17,Late  start but @panda_balls_Inc and I finally got to purest of the pure Michigan #daUP,0.280579000711441,14,0,9.232700217131834e-122,-0.5519448358608113
630958,5.20284159374545e+17,Today is a new day #LovingLife,0.124896869063377,15,0,1.734658368460988e-148,-0.9034484484596644
630959,6.39276980207129e+17,I'm gettting milk tomorrow! SO EXCITE,0.124896667897701,15,0,1.7345204380748134e-148,-0.9034491479584914
630960,1.0139757312132e+18,Just got my first credit card in the mail! I’m a lil SHOOK because I thought for sure I’d get denied with zero credit lmao,0.124896481633186,15,0,1.7343927345332816e-148,-0.9034497956435956
630961,6.49805435491381e+17,Up grinding late tonight.  Gotta get this done so I can play hard tomorrow.,0.124896384775639,15,0,1.734326332407911e-148,-0.9034501324402288
630962,8795232414.0,Got @blatzliquorjr 's #nutInMyHand tonight. &lt;tee-hee&gt;,0.124896049499512,15,0,1.734096498525581e-148,-0.9034512982767544
630963,1.06020745190621e+18,"@NetsDaily  I did my first election as a pollworker at my elementary school. Look, did I found yesterday? https://t.co/XJ2G29KOVN",0.124895595014095,15,0,1.733784994555534e-148,-0.903452878637932
630964,8.55234607385629e+17,Can't wait for this lil day trip to Tulsa by myself tomorrow. 😌,0.124895364046097,15,0,1.733626710704819e-148,-0.9034536817745018
630965,4.87380070751683e+17,Getting stronger everyday :),0.124895229935646,15,0,1.733534810583747e-148,-0.9034541481125484
630966,6.99654901178245e+17,Never thought I would say this but I was accepted into the Rho Phi Lambda National Honors Society!📚,0.124895133078098,15,0,1.7334684413037542e-148,-0.9034544849125604
630967,1.08055301679566e+18,@amberleyjohanna OMG yes! I am going to get yarn this weekend and to start a blanket.,0.124895103275776,15,0,1.7334480204984207e-148,-0.9034545885433842
1000001,1.04078810573996e+18,We close out the third set and take a 2-1 lead! We had four aces in that set!,0.067474976181984,16,0,2.407841009825198e-158,-1.1708572600731832
1000002,4.68957165303382e+17,The leaves turned out good surprisingly,0.067474946379662,16,0,2.407812644772188e-158,-1.1708574518922483
1000003,9.7010000199619e+17,"After a full morning of playing, we went for some lunch at @chickfila everyone was soooo tired. https://t.co/rOZ8tr9bNi https://t.co/ahEKgSriyE",0.067474916577339,16,0,2.4077842800525053e-158,-1.1708576437114049
1000004,3.85356721457091e+17,Finally the shit is back on,0.067474856972694,16,0,2.4077275516163918e-158,-1.1708580273499651
1000005,3.53980975895675e+17,"Didn't have anyone to go to the movies with, so I will go tomorrow!",0.067474827170372,16,0,2.407699187899952e-158,-1.170858219169369
1000006,3.27145987976069e+17,@paigeranae Thank you!,0.067474611103535,16,0,2.407493560946364e-158,-1.170859609862598
1000007,1.22147711268467e+18,I did mibba too omg!,0.06747455149889,16,0,2.4074368393597183e-158,-1.1708599935028952
1000008,7.39543310147199e+17,@hinx same!,0.067474462091923,16,0,2.4073517594860094e-158,-1.170860568963973
1000009,1.44941521249108e+17,Just completed Week 2 - Day 1 (completed 2.84mi with run pace of 08:25 min/mi) of Ease into 5K with @bluefinapps running app,0.067474327981472,16,0,2.4072241453125406e-158,-1.170861432157023
1000010,4.18260416028897e+17,Woo I'm finally in 2014.,0.067474260926247,16,0,2.407160340763128e-158,-1.170861863754188
