,neg_model,pos_model,text,dist_point0.725
218232,0.27581143,0.72418857,Honestly the last two weeks that I worked full time my check came out so nice 🤑🤑🤑,0.0008114299999999464
545874,0.27418032,0.72581965,Lol I'm always going out of town.,0.0008196500000000606
359302,0.27582249999999997,0.72417754,@__Sarah_E I'm still laughing at how stupid I am,0.0008224599999999693
176251,0.27415170000000005,0.72584826,Damn I love my life,0.0008482600000000451
164946,0.2758527,0.7241473,@burntp0p I'm honestly not sure,0.0008526999999999285
474755,0.27587286,0.7241272,"RT @tiarrir_: I didn't do bad this semester , but I definitely could've done better. But this just prepares me for the comeback next semest…",0.0008728000000000069
305811,0.27587363,0.7241264000000001,Just got through my first star trek marathon :),0.0008735999999999189
540241,0.27406156,0.72593844,I get mad. I get jealous. I get worried. I get curious. But that's only because I care.👏👏,0.0009384399999999848
413792,0.27597788,0.72402215,RT @__Rodriguez__10: Having to let go of someone you wish could of been part of your life go is wrenching.,0.0009778499999999468
539888,0.2759791,0.7240209,RT @AydinImmortal: I was on some zen shit but now I'm kind of over it,0.0009791000000000105
468731,0.27598548,0.7240145,"RT @xelleava: last thanksgiving was better though. but still nonetheless thankful for everything, kind of..",0.0009854999999999725
183728,0.27598855,0.7240114000000001,RT @IHEARTMITCHELL: I need to find a job to occupy my down time.,0.0009885999999998951
311522,0.27599147,0.72400856,My last two days been good NBS 💯💯😜,0.0009914399999999546
138699,0.27600548,0.7239945,RT @BernieSanders: I got into politics not to figure out how to become President. I got into politics because I give a damn.,0.0010054999999999925
130960,0.27602059999999995,0.7239795,*laughing at myself being petty*,0.0010204999999999798
251079,0.2739366,0.7260634,First thing I did when I got home was put my hair down and change. 😩❣,0.0010634000000000476
424859,0.27606857,0.72393143,RT @damiensantiago_: I nearly drowned on my way here https://t.co/6P0x5ZHUCX,0.0010685699999999354
528336,0.27391532,0.72608465,Got all the way on post &amp; forgot my work id 😑,0.0010846500000000203
479030,0.27390555,0.7260944,I'm so tired :(,0.0010944000000000509
229799,0.27609923,0.7239008000000001,@Alex_Kozora @Deadspin lmao me too I was worried they weren't going to renew my license,0.0010991999999998558
212302,0.27389055,0.72610945,RT @__Prettyyy: I stare at my boyfriend all the time 😂😩😍,0.0011094500000000673
47079,0.27612066,0.72387934,"I've missed fhe week of school and it's very upsetting, even with a doc excuse.",0.0011206599999999955
122425,0.27382070000000003,0.72617924,Had my oncology check-up today in Seattle. Everything looked great and I got a clean bill of… https://t.co/KTtURfg2Cn,0.0011792400000000258
409570,0.27381888,0.72618115,"RT @UItraSuristic: Cristiano: ""I could've played 90mins today without problems. But I chose to be careful after being out for such a long t…",0.0011811500000000752
212635,0.27380952,0.72619045,Just gonna focus on my fitness and my job,0.001190450000000065
568659,0.27621076,0.7237892,@Emmagurd @JennaSENPAI I know what you mean. I was in retail for many years.,0.0012107999999999564
44941,0.2762196,0.7237804,It's gonna take me all day to shake off these bad vibes from my energy field,0.0012195999999999874
337233,0.27377266,0.7262273,I still live with Mom.,0.0012273000000000422
71519,0.27377254,0.7262274000000001,She got somethin i never had,0.0012274000000001006
167474,0.27622795,0.72377205,I'm an idiot 😂,0.0012279499999999777
263451,0.27630013,0.72369987,@tonydoyle24 nah just was wondering,0.001300129999999955
543301,0.27630025,0.72369975,"""Phone Bro ships EVERYTHING!""",0.0013002500000000028
216486,0.2736956,0.7263044,and i just got pulled over for my headlight!!!! https://t.co/q7bBxGaBxm,0.0013043999999999834
295629,0.27368072,0.7263193,"""You like a bitch with no ass, you ain't got shit""",0.0013193000000000232
538819,0.27365112,0.7263489000000001,RT @taurus_love_: #Taurus I get distracted very easily.,0.0013489000000000972
182610,0.27636164,0.7236384,I'm just so tired and sunburnt :(,0.0013615999999999628
535112,0.2736205,0.7263795,@WDWNT that's sad...just got back from DL and it made me realize how much I missed the paper fastpass system.,0.001379499999999978
566994,0.27641463,0.7235854,I'll cut anyone off to make my girl happy. 👌,0.0014145999999999326
75385,0.27356768,0.7264323,I did all my homework so I'm just going to chill today :),0.001432300000000053
49454,0.27355388,0.72644615,I get all weird when I'm sleep deprived and it's 4:30 in the morning lol #whatissleep,0.001446150000000035
469798,0.27354320000000004,0.7264568,upset that I'm going to be late,0.0014568000000000358
92083,0.2735369,0.7264630999999999,i just finished my first shift at rotolos!!! and now i want a nap!!!,0.0014630999999999394
455395,0.27646825,0.7235316999999999,"@coldxbrew nah, I work on Friday and I'm playing a show on Saturday :/",0.001468300000000089
528742,0.27647793,0.72352207,@Meekinshoe but I am,0.0014779299999999607
533331,0.27647996,0.72352004,@Real_Liam_Payne @latelateshow I know I went last week 😭😭😭😭,0.0014799599999999469
326448,0.27649509999999994,0.7235049,My ph is dying and the charger is on the other side of the room. #lazypeopleprobs,0.0014950999999999715
483726,0.27349415,0.7265059,I just want to live in my apartment already. 😒,0.00150590000000006
421728,0.27654418,0.72345585,Today was the first day since October that I haven't uploaded a video. Did it by accident because I misread my calender 👍,0.0015441499999999664
207877,0.27340636,0.7265937,My classes are so empty😳,0.0015937000000000312
538550,0.27660757,0.7233925,"RT @Chris24_Sabat: @Takahata101 Dude, I never skip the gym.  I'm just honest to myself and never plan to go in the first place.",0.001607499999999984
365269,0.27663302,0.723367,I'm bitter as fuck,0.0016329999999999956
351538,0.27663577,0.7233642,Thankful I am not at work right now,0.001635799999999965
366983,0.27334818,0.7266518,RT @CraziestSex: I used to think I had a job http://t.co/SNvMeuaEuB,0.001651799999999981
361088,0.27333662,0.7266634,I swear it's Friday the 13th😁😁,0.0016633999999999816
