,neg_model,pos_model,text,dist_point0.725
330465,0.2717928,0.72820723,WE GOT WOOD AGAIN!!!,0.0032072300000000054
161245,0.2782232,0.72177684,Shit it's 4:30,0.0032231600000000027
495906,0.27824309999999997,0.7217569,Kinda want this summer to fly by because I'm ready to be at odu but then I kinda want it to last forever,0.0032430999999999433
344282,0.27829054,0.72170943,I miss you 😢,0.0032905699999999927
96597,0.27834990000000004,0.7216501000000001,I'm back,0.0033498999999999057
233180,0.27157202,0.728428,Love you for tonight tomorrow we are strangers.,0.0034279999999999866
344440,0.27842890000000003,0.7215710999999999,Let's hang,0.003428900000000068
371534,0.27847546,0.7215246,"I've been working on Once Upon a Story a lot lately, and my characters have even been included in school projects. I'll upload stuff soon!",0.0034754000000000174
220059,0.27848193,0.7215180999999999,Couldn't handle being in my dorm for all of dead week so I came home.  I don't think I've made a better decision than this in my entire life,0.0034819000000000377
89750,0.27850443,0.72149557,I'm READY,0.003504430000000003
16018,0.27146676,0.7285332,I BARELY even spend my money I'm frugal as fuck y'all I almost shit my pants every time I buy something over $20 not even gonna stunt,0.003533200000000014
85063,0.27861387,0.7213861,Got lost in the sauce,0.0036138999999999477
77045,0.27136147,0.72863847,So hyped and ready for football season🍴😈,0.0036384700000000603
303806,0.27866647,0.7213335,My kinda girl.,0.003666500000000017
357039,0.27867390000000003,0.7213261,"end of page, Next Chapter 🍃👁🍃",0.0036739000000000077
259096,0.27123579999999997,0.7287642,Birthday is in 9 days. Man. Haha,0.0037641999999999953
